datetime,symbol,open,high,low,close,volume
2024-05-19 16:00:00,FX:EURUSD,1.0865799999999999,1.0865799999999999,1.08644,1.08657,2.0
2024-05-19 16:05:00,FX:EURUSD,1.08657,1.08673,1.08657,1.08673,17.0
2024-05-19 16:10:00,FX:EURUSD,1.08673,1.08678,1.08673,1.08674,29.0
2024-05-19 16:15:00,FX:EURUSD,1.08674,1.08674,1.08665,1.08665,31.0
2024-05-19 16:20:00,FX:EURUSD,1.08665,1.08668,1.0863,1.08661,99.0
2024-05-19 16:25:00,FX:EURUSD,1.08661,1.08668,1.08619,1.08649,81.0
2024-05-19 16:30:00,FX:EURUSD,1.08649,1.08661,1.08625,1.08659,100.0
2024-05-19 16:35:00,FX:EURUSD,1.08659,1.08666,1.08654,1.08655,28.0
2024-05-19 16:40:00,FX:EURUSD,1.08655,1.08688,1.08654,1.08684,56.0
2024-05-19 16:45:00,FX:EURUSD,1.08684,1.08684,1.08668,1.08668,37.0
2024-05-19 16:50:00,FX:EURUSD,1.08668,1.08668,1.08663,1.08663,9.0
2024-05-19 16:55:00,FX:EURUSD,1.08663,1.08696,1.08663,1.08687,112.0
2024-05-19 17:00:00,FX:EURUSD,1.08687,1.08731,1.08677,1.08731,293.0
2024-05-19 17:05:00,FX:EURUSD,1.08731,1.08731,1.08706,1.08706,79.0
2024-05-19 17:10:00,FX:EURUSD,1.08706,1.08711,1.08704,1.08711,41.0
2024-05-19 17:15:00,FX:EURUSD,1.08711,1.08723,1.08706,1.08723,51.0
2024-05-19 17:20:00,FX:EURUSD,1.08723,1.08726,1.08721,1.08725,40.0
2024-05-19 17:25:00,FX:EURUSD,1.08725,1.08727,1.08722,1.08722,34.0
2024-05-19 17:30:00,FX:EURUSD,1.08722,1.08722,1.08702,1.08705,103.0
2024-05-19 17:35:00,FX:EURUSD,1.08705,1.08706,1.08699,1.08705,73.0
2024-05-19 17:40:00,FX:EURUSD,1.08705,1.08706,1.08704,1.08706,48.0
2024-05-19 17:45:00,FX:EURUSD,1.08706,1.08711,1.08705,1.08705,89.0
2024-05-19 17:50:00,FX:EURUSD,1.08705,1.08711,1.08705,1.08711,61.0
2024-05-19 17:55:00,FX:EURUSD,1.08711,1.08711,1.08701,1.08704,68.0
2024-05-19 18:00:00,FX:EURUSD,1.08704,1.08725,1.08704,1.08724,144.0
2024-05-19 18:05:00,FX:EURUSD,1.08724,1.08729,1.0871899999999999,1.08725,128.0
2024-05-19 18:10:00,FX:EURUSD,1.08725,1.08727,1.08718,1.08725,121.0
2024-05-19 18:15:00,FX:EURUSD,1.08725,1.08731,1.08724,1.0873,84.0
2024-05-19 18:20:00,FX:EURUSD,1.0873,1.08731,1.08724,1.08728,140.0
2024-05-19 18:25:00,FX:EURUSD,1.08728,1.08735,1.08723,1.08735,142.0
2024-05-19 18:30:00,FX:EURUSD,1.08735,1.08741,1.0873,1.08732,244.0
2024-05-19 18:35:00,FX:EURUSD,1.08732,1.08733,1.08726,1.08727,150.0
2024-05-19 18:40:00,FX:EURUSD,1.08727,1.08737,1.08727,1.08737,87.0
2024-05-19 18:45:00,FX:EURUSD,1.08737,1.08742,1.08731,1.08741,202.0
2024-05-19 18:50:00,FX:EURUSD,1.08741,1.08742,1.08734,1.0873599999999999,213.0
2024-05-19 18:55:00,FX:EURUSD,1.0873599999999999,1.0873599999999999,1.08721,1.08724,236.0
2024-05-19 19:00:00,FX:EURUSD,1.08724,1.08731,1.08708,1.08722,498.0
2024-05-19 19:05:00,FX:EURUSD,1.08722,1.08722,1.087,1.08702,400.0
2024-05-19 19:10:00,FX:EURUSD,1.08702,1.08702,1.08697,1.08699,200.0
2024-05-19 19:15:00,FX:EURUSD,1.08699,1.0871,1.08688,1.0871,291.0
2024-05-19 19:20:00,FX:EURUSD,1.0871,1.0873599999999999,1.0871,1.0873599999999999,286.0
2024-05-19 19:25:00,FX:EURUSD,1.0873599999999999,1.08763,1.08734,1.08758,332.0
2024-05-19 19:30:00,FX:EURUSD,1.08758,1.08772,1.08744,1.08756,525.0
2024-05-19 19:35:00,FX:EURUSD,1.08756,1.08756,1.08733,1.08741,363.0
2024-05-19 19:40:00,FX:EURUSD,1.08741,1.08752,1.08739,1.08747,383.0
2024-05-19 19:45:00,FX:EURUSD,1.08747,1.08756,1.08745,1.08754,304.0
2024-05-19 19:50:00,FX:EURUSD,1.08754,1.08764,1.08752,1.08756,350.0
2024-05-19 19:55:00,FX:EURUSD,1.08756,1.08759,1.08743,1.0875,492.0
2024-05-19 20:00:00,FX:EURUSD,1.0875,1.08757,1.08735,1.08747,810.0
2024-05-19 20:05:00,FX:EURUSD,1.08747,1.08759,1.08741,1.08756,442.0
2024-05-19 20:10:00,FX:EURUSD,1.08756,1.0876,1.08747,1.08757,431.0
2024-05-19 20:15:00,FX:EURUSD,1.08757,1.08757,1.08735,1.08743,535.0
2024-05-19 20:20:00,FX:EURUSD,1.08743,1.08761,1.0873599999999999,1.08756,325.0
2024-05-19 20:25:00,FX:EURUSD,1.08756,1.08756,1.08738,1.08741,405.0
2024-05-19 20:30:00,FX:EURUSD,1.08741,1.08741,1.08717,1.08731,427.0
2024-05-19 20:35:00,FX:EURUSD,1.08731,1.08739,1.08725,1.08728,430.0
2024-05-19 20:40:00,FX:EURUSD,1.08728,1.0874,1.08722,1.08737,401.0
2024-05-19 20:45:00,FX:EURUSD,1.08737,1.0875,1.08737,1.08748,247.0
2024-05-19 20:50:00,FX:EURUSD,1.08748,1.08763,1.08746,1.08762,352.0
2024-05-19 20:55:00,FX:EURUSD,1.08762,1.08765,1.0875,1.08752,398.0
2024-05-19 21:00:00,FX:EURUSD,1.08752,1.08752,1.08734,1.0874,386.0
2024-05-19 21:05:00,FX:EURUSD,1.0874,1.08741,1.0872,1.08725,248.0
2024-05-19 21:10:00,FX:EURUSD,1.08725,1.08727,1.08714,1.08721,362.0
2024-05-19 21:15:00,FX:EURUSD,1.08721,1.0873,1.08721,1.08727,212.0
2024-05-19 21:20:00,FX:EURUSD,1.08727,1.08735,1.08724,1.08735,253.0
2024-05-19 21:25:00,FX:EURUSD,1.08735,1.08741,1.08726,1.08733,348.0
2024-05-19 21:30:00,FX:EURUSD,1.08733,1.08744,1.08717,1.08742,343.0
2024-05-19 21:35:00,FX:EURUSD,1.08742,1.08746,1.08738,1.08739,250.0
2024-05-19 21:40:00,FX:EURUSD,1.08739,1.08744,1.08732,1.08741,277.0
2024-05-19 21:45:00,FX:EURUSD,1.08741,1.08741,1.08729,1.0874,251.0
2024-05-19 21:50:00,FX:EURUSD,1.0874,1.08752,1.08739,1.08751,192.0
2024-05-19 21:55:00,FX:EURUSD,1.08751,1.0875299999999999,1.08738,1.0874,345.0
2024-05-19 22:00:00,FX:EURUSD,1.0874,1.08745,1.08737,1.0874,248.0
2024-05-19 22:05:00,FX:EURUSD,1.0874,1.08741,1.08725,1.08735,237.0
2024-05-19 22:10:00,FX:EURUSD,1.08735,1.08747,1.08735,1.08746,102.0
2024-05-19 22:15:00,FX:EURUSD,1.08746,1.0875,1.08737,1.08738,154.0
2024-05-19 22:20:00,FX:EURUSD,1.08738,1.08766,1.08737,1.08765,248.0
2024-05-19 22:25:00,FX:EURUSD,1.08765,1.08766,1.08762,1.08765,172.0
2024-05-19 22:30:00,FX:EURUSD,1.08765,1.08774,1.0876,1.08766,201.0
2024-05-19 22:35:00,FX:EURUSD,1.08766,1.08771,1.08765,1.08767,149.0
2024-05-19 22:40:00,FX:EURUSD,1.08767,1.08782,1.08765,1.08776,246.0
2024-05-19 22:45:00,FX:EURUSD,1.08776,1.08781,1.08772,1.08781,232.0
2024-05-19 22:50:00,FX:EURUSD,1.08781,1.08787,1.08779,1.08781,216.0
2024-05-19 22:55:00,FX:EURUSD,1.08781,1.08782,1.08774,1.08778,251.0
2024-05-19 23:00:00,FX:EURUSD,1.08778,1.08784,1.08776,1.08779,274.0
2024-05-19 23:05:00,FX:EURUSD,1.08779,1.08799,1.08779,1.0879699999999999,257.0
2024-05-19 23:10:00,FX:EURUSD,1.0879699999999999,1.08815,1.0879699999999999,1.08807,248.0
2024-05-19 23:15:00,FX:EURUSD,1.08807,1.08824,1.08806,1.0882,212.0
2024-05-19 23:20:00,FX:EURUSD,1.0882,1.08822,1.08804,1.08806,188.0
2024-05-19 23:25:00,FX:EURUSD,1.08806,1.08807,1.08795,1.08801,277.0
2024-05-19 23:30:00,FX:EURUSD,1.08801,1.08805,1.08791,1.08794,205.0
2024-05-19 23:35:00,FX:EURUSD,1.08794,1.08799,1.08794,1.0879699999999999,229.0
2024-05-19 23:40:00,FX:EURUSD,1.0879699999999999,1.08812,1.08795,1.08802,237.0
2024-05-19 23:45:00,FX:EURUSD,1.08802,1.08809,1.0879699999999999,1.08807,184.0
2024-05-19 23:50:00,FX:EURUSD,1.08807,1.08812,1.08806,1.08808,111.0
2024-05-19 23:55:00,FX:EURUSD,1.08808,1.08809,1.08804,1.08807,171.0
2024-05-20 00:00:00,FX:EURUSD,1.08807,1.08809,1.088,1.08806,357.0
2024-05-20 00:05:00,FX:EURUSD,1.08806,1.08818,1.08801,1.08817,270.0
2024-05-20 00:10:00,FX:EURUSD,1.08817,1.08819,1.08811,1.08812,126.0
2024-05-20 00:15:00,FX:EURUSD,1.08812,1.08819,1.08807,1.08818,189.0
2024-05-20 00:20:00,FX:EURUSD,1.08818,1.08818,1.08811,1.08813,131.0
2024-05-20 00:25:00,FX:EURUSD,1.08813,1.08813,1.08803,1.08807,106.0
2024-05-20 00:30:00,FX:EURUSD,1.08807,1.08813,1.08806,1.08807,220.0
2024-05-20 00:35:00,FX:EURUSD,1.08807,1.08825,1.08806,1.08818,249.0
2024-05-20 00:40:00,FX:EURUSD,1.08818,1.08819,1.08802,1.08818,267.0
2024-05-20 00:45:00,FX:EURUSD,1.08818,1.08818,1.0879699999999999,1.08798,306.0
2024-05-20 00:50:00,FX:EURUSD,1.08798,1.08819,1.08795,1.08818,284.0
2024-05-20 00:55:00,FX:EURUSD,1.08818,1.08823,1.08803,1.08805,242.0
2024-05-20 01:00:00,FX:EURUSD,1.08805,1.0883099999999999,1.0879699999999999,1.0881,449.0
2024-05-20 01:05:00,FX:EURUSD,1.0881,1.08845,1.0881,1.08837,436.0
2024-05-20 01:10:00,FX:EURUSD,1.08837,1.08843,1.08811,1.0881399999999999,676.0
2024-05-20 01:15:00,FX:EURUSD,1.0881399999999999,1.08836,1.08813,1.08816,597.0
2024-05-20 01:20:00,FX:EURUSD,1.08816,1.08817,1.08788,1.08801,691.0
2024-05-20 01:25:00,FX:EURUSD,1.08801,1.08833,1.088,1.08819,719.0
2024-05-20 01:30:00,FX:EURUSD,1.08819,1.08844,1.08819,1.08825,401.0
2024-05-20 01:35:00,FX:EURUSD,1.08825,1.08832,1.08811,1.08815,558.0
2024-05-20 01:40:00,FX:EURUSD,1.08815,1.08828,1.08807,1.08815,515.0
2024-05-20 01:45:00,FX:EURUSD,1.08815,1.0883099999999999,1.08815,1.08822,563.0
2024-05-20 01:50:00,FX:EURUSD,1.08822,1.08835,1.08794,1.08804,536.0
2024-05-20 01:55:00,FX:EURUSD,1.08804,1.08804,1.08776,1.08781,630.0
2024-05-20 02:00:00,FX:EURUSD,1.08781,1.08808,1.08766,1.08787,912.0
2024-05-20 02:05:00,FX:EURUSD,1.08787,1.08792,1.08761,1.08765,657.0
2024-05-20 02:10:00,FX:EURUSD,1.08765,1.08766,1.08727,1.08735,676.0
2024-05-20 02:15:00,FX:EURUSD,1.08735,1.08735,1.08704,1.08727,737.0
2024-05-20 02:20:00,FX:EURUSD,1.08727,1.0874,1.08718,1.08723,603.0
2024-05-20 02:25:00,FX:EURUSD,1.08723,1.08729,1.08694,1.08717,548.0
2024-05-20 02:30:00,FX:EURUSD,1.08717,1.0873599999999999,1.08714,1.08718,559.0
2024-05-20 02:35:00,FX:EURUSD,1.08718,1.08748,1.08714,1.08743,607.0
2024-05-20 02:40:00,FX:EURUSD,1.08743,1.08754,1.08739,1.08741,424.0
2024-05-20 02:45:00,FX:EURUSD,1.08741,1.08749,1.08715,1.08715,503.0
2024-05-20 02:50:00,FX:EURUSD,1.08715,1.08716,1.08694,1.08711,588.0
2024-05-20 02:55:00,FX:EURUSD,1.08711,1.08733,1.08707,1.0873,602.0
2024-05-20 03:00:00,FX:EURUSD,1.0873,1.08741,1.08724,1.0873,584.0
2024-05-20 03:05:00,FX:EURUSD,1.0873,1.08754,1.0873,1.08743,401.0
2024-05-20 03:10:00,FX:EURUSD,1.08743,1.08744,1.08728,1.08735,321.0
2024-05-20 03:15:00,FX:EURUSD,1.08735,1.0875299999999999,1.08734,1.08746,409.0
2024-05-20 03:20:00,FX:EURUSD,1.08746,1.08749,1.08731,1.08741,393.0
2024-05-20 03:25:00,FX:EURUSD,1.08741,1.08745,1.08723,1.08742,380.0
2024-05-20 03:30:00,FX:EURUSD,1.08742,1.08746,1.08725,1.08726,391.0
2024-05-20 03:35:00,FX:EURUSD,1.08726,1.0873599999999999,1.08713,1.08715,505.0
2024-05-20 03:40:00,FX:EURUSD,1.08715,1.08728,1.08713,1.08722,293.0
2024-05-20 03:45:00,FX:EURUSD,1.08722,1.08742,1.08721,1.08735,347.0
2024-05-20 03:50:00,FX:EURUSD,1.08735,1.0873599999999999,1.0872,1.08726,387.0
2024-05-20 03:55:00,FX:EURUSD,1.08726,1.08763,1.08726,1.08746,445.0
