datetime,symbol,high,low,open,close,volume,trend_macd,trend_macd_signal,trend_adx,trend_cci,momentum_rsi,momentum_stoch,momentum_stoch_signal,momentum_uo,momentum_wr,momentum_ao,Prediction
1/21/2024 18:45,FX:EURJPY,161.391,161.339,161.377,161.373,731,-0.014143815,-0.012009229,0,-42.3022168,47.07019025,27.86259542,29.51653944,43.90684804,-72.13740458,-0.039754545,SELL
1/21/2024 18:50,FX:EURJPY,161.373,161.332,161.373,161.339,580,-0.016099416,-0.012827266,0,-83.67099212,42.50466778,14.88549618,24.04580153,46.75724527,-85.11450382,-0.03446087,SELL
1/21/2024 18:55,FX:EURJPY,161.357,161.334,161.339,161.341,432,-0.017288568,-0.013719527,0,-83.32490305,42.85578535,15.64885496,19.46564885,49.3892324,-84.35114504,-0.027716667,BUY
1/21/2024 19:00,FX:EURJPY,161.385,161.294,161.341,161.353,1425,-0.017065955,-0.014388812,0,-75.85480968,45.02508946,22.01492537,17.51642551,54.62678002,-77.98507463,-0.02988,BUY
1/21/2024 19:05,FX:EURJPY,161.356,161.275,161.353,161.288,1485,-0.021882244,-0.015887499,0,-137.6466857,36.86216462,4.529616725,14.06446569,45.0534039,-95.47038328,-0.039669231,SELL
1/21/2024 19:10,FX:EURJPY,161.349,161.278,161.288,161.349,1081,-0.020540222,-0.016818043,0,-90.78271381,46.63934308,31.89655172,19.48036461,48.65910647,-68.10344828,-0.047385185,BUY
1/21/2024 19:15,FX:EURJPY,161.397,161.347,161.349,161.369,885,-0.017659263,-0.016986287,8.953732772,-6.606716829,49.40571255,49.73544974,28.72053939,48.89561031,-50.26455026,-0.043175,BUY
1/21/2024 19:20,FX:EURJPY,161.413,161.356,161.369,161.398,1072,-0.012887466,-0.016166523,8.338350164,28.12860573,53.1948095,80.92105263,54.18435136,51.02738009,-19.07894737,-0.035517241,BUY
1/21/2024 19:25,FX:EURJPY,161.445,161.388,161.398,161.422,1273,-0.007087482,-0.014350715,8.381477353,76.25330599,56.12344095,86.47058824,72.37569687,55.1905768,-13.52941176,-0.021316667,BUY
1/21/2024 19:30,FX:EURJPY,161.431,161.386,161.422,161.389,861,-0.005095045,-0.012499581,8.376569199,47.60838743,51.36439133,67.05882353,78.1501548,53.17246043,-32.94117647,-0.003580645,SELL
1/21/2024 19:35,FX:EURJPY,161.414,161.356,161.389,161.374,784,-0.004672537,-0.010934172,7.844844951,13.28934529,49.31729992,58.23529412,70.58823529,49.74828557,-41.76470588,0.01064375,SELL
1/21/2024 19:40,FX:EURJPY,161.378,161.326,161.374,161.327,1267,-0.008037552,-0.010354848,7.946808077,-50.85947191,43.47117903,30.58823529,51.96078431,48.34946444,-69.41176471,0.007572727,SELL
1/21/2024 19:45,FX:EURJPY,161.366,161.314,161.327,161.334,1215,-0.010023959,-0.01028867,8.268273648,-55.30028214,44.52591442,34.70588235,41.17647059,41.09056532,-65.29411765,-0.0001,BUY
1/21/2024 19:50,FX:EURJPY,161.457,161.334,161.334,161.449,2125,-0.002292238,-0.008689384,8.573838499,134.2958778,58.29359617,95.6043956,53.63283775,51.75864966,-4.395604396,-0.003697059,BUY
1/21/2024 19:55,FX:EURJPY,161.463,161.399,161.449,161.433,1497,0.002515147,-0.006448478,8.954633355,157.0210347,56.20361793,84.04255319,71.45094372,50.07200218,-15.95744681,-3.53E-05,SELL
1/21/2024 20:00,FX:EURJPY,161.447,161.33,161.433,161.33,1273,-0.00196357,-0.005551496,8.634727479,10.39597006,45.01492463,29.25531915,69.63408931,41.12247273,-70.74468085,-0.000335294,SELL
1/21/2024 20:05,FX:EURJPY,161.347,161.273,161.33,161.295,1787,-0.008242183,-0.006089634,9.194237398,-134.8073085,41.95825817,11.57894737,41.62560657,41.72605327,-88.42105263,-0.006176471,SELL
1/21/2024 20:10,FX:EURJPY,161.319,161.258,161.295,161.26,1816,-0.015859418,-0.008043591,9.918766243,-172.9435519,39.09907064,0.975609756,13.93662542,38.30481098,-99.02439024,-0.012270588,SELL
1/21/2024 20:15,FX:EURJPY,161.267,161.159,161.26,161.223,1876,-0.024598171,-0.011354507,11.72232801,-237.1650821,36.28418398,21.05263158,11.20239623,43.47765534,-78.94736842,-0.044197059,SELL
1/21/2024 20:20,FX:EURJPY,161.246,161.203,161.223,161.227,1345,-0.030845362,-0.015252678,13.39706394,-186.0136264,36.81379825,22.36842105,14.79888746,43.26731402,-77.63157895,-0.080776471,BUY
1/21/2024 20:25,FX:EURJPY,161.254,161.218,161.227,161.249,990,-0.033633386,-0.018928819,14.7777971,-137.5907179,39.77869754,29.60526316,24.34210526,38.79048843,-70.39473684,-0.10685,BUY
1/21/2024 20:30,FX:EURJPY,161.268,161.174,161.249,161.219,1095,-0.03782761,-0.022708578,16.52427726,-137.4340235,37.2143251,19.73684211,23.90350877,38.59273067,-80.26315789,-0.119267647,SELL
1/21/2024 20:35,FX:EURJPY,161.235,161.109,161.219,161.124,1547,-0.048260948,-0.027819052,18.72445342,-174.3573755,30.50740865,4.237288136,17.8597978,38.45497506,-95.76271186,-0.136141176,SELL
1/21/2024 20:40,FX:EURJPY,161.173,161.091,161.124,161.143,1727,-0.054369563,-0.033129154,20.91127814,-160.9851488,33.10413797,13.97849462,12.65087495,42.40968668,-86.02150538,-0.144458824,BUY
1/21/2024 20:45,FX:EURJPY,161.217,161.121,161.143,161.181,1262,-0.05550458,-0.037604239,21.96671979,-110.143017,38.08706203,24.19354839,14.13644372,47.5517148,-75.80645161,-0.148808824,BUY
1/21/2024 20:50,FX:EURJPY,161.212,161.163,161.181,161.174,1099,-0.056319712,-0.041347334,22.94677275,-89.62185574,37.53244777,22.31182796,20.16129032,45.01170478,-77.68817204,-0.149905882,SELL
1/21/2024 20:55,FX:EURJPY,161.214,161.174,161.174,161.195,950,-0.054641314,-0.04400613,23.81033749,-72.69984917,40.33922772,27.95698925,24.82078853,44.82778317,-72.04301075,-0.146938235,BUY
1/21/2024 21:00,FX:EURJPY,161.24,161.181,161.195,161.219,1062,-0.050789108,-0.045362725,24.00530995,-52.89700053,43.46561775,34.40860215,28.22580645,43.23620377,-65.59139785,-0.132517647,BUY
1/21/2024 21:05,FX:EURJPY,161.229,161.204,161.219,161.218,781,-0.047271976,-0.045744575,24.1863558,-44.83657728,43.36365217,35.6741573,32.67991623,43.002253,-64.3258427,-0.110573529,SELL
1/21/2024 21:10,FX:EURJPY,161.258,161.212,161.218,161.224,891,-0.043499043,-0.045295469,23.67415566,-28.30077492,44.20933056,51.953125,40.67862815,48.90349864,-48.046875,-0.094476471,BUY
1/21/2024 21:15,FX:EURJPY,161.288,161.224,161.224,161.271,1079,-0.036298039,-0.043495983,22.55190054,3.584229391,50.45068615,78.94736842,55.52488357,50.63463255,-21.05263158,-0.078467647,BUY
1/21/2024 21:20,FX:EURJPY,161.375,161.263,161.271,161.35,1246,-0.02394058,-0.039584902,21.87297152,71.98957199,58.79484914,91.1971831,74.03255884,55.21553969,-8.802816901,-0.053408824,BUY
1/21/2024 21:25,FX:EURJPY,161.372,161.334,161.35,161.335,737,-0.015182563,-0.034704434,21.24253743,88.32580371,56.83767142,85.91549296,85.35334816,53.93361829,-14.08450704,-0.024702941,SELL
1/21/2024 21:30,FX:EURJPY,161.365,161.263,161.335,161.274,1346,-0.013013946,-0.030366337,20.04921265,53.70127981,49.60585809,64.43661972,80.51643192,46.28889561,-35.56338028,-0.003320588,SELL
1/21/2024 21:35,FX:EURJPY,161.28,161.245,161.274,161.247,743,-0.013320426,-0.026957154,19.21889227,19.23498706,46.76930781,54.92957746,68.42723005,42.00178321,-45.07042254,0.005194118,SELL
1/21/2024 21:40,FX:EURJPY,161.248,161.177,161.247,161.215,1302,-0.015961452,-0.024758014,19.3777966,-32.71240345,43.58807054,43.66197183,54.342723,42.6291955,-56.33802817,0.000611765,SELL
1/21/2024 21:45,FX:EURJPY,161.224,161.166,161.215,161.187,876,-0.020082353,-0.023822882,19.66096039,-59.87474355,40.9625533,33.8028169,44.1314554,44.15113135,-66.1971831,-0.019761765,SELL
1/21/2024 21:50,FX:EURJPY,161.191,161.153,161.187,161.176,608,-0.023959614,-0.023850228,20.0872953,-84.43000722,39.94460734,21.65354331,33.03944401,42.43146791,-78.34645669,-0.051035294,SELL
1/21/2024 21:55,FX:EURJPY,161.187,161.142,161.176,161.155,1273,-0.028399524,-0.024760087,20.62380492,-94.63655982,38.00297672,5.579399142,20.34525312,34.64337532,-94.42060086,-0.076494118,SELL
1/21/2024 22:00,FX:EURJPY,161.222,161.15,161.155,161.209,1147,-0.027246752,-0.02525742,20.36399906,-40.34842845,45.35815135,28.75536481,18.66276909,42.9311977,-71.24463519,-0.088044118,BUY
1/21/2024 22:05,FX:EURJPY,161.239,161.202,161.209,161.218,683,-0.02531513,-0.025268962,19.774391,1.623549452,46.49743069,32.61802575,22.31759657,47.76697662,-67.38197425,-0.081988235,BUY
1/21/2024 22:10,FX:EURJPY,161.263,161.209,161.218,161.255,1211,-0.020561692,-0.024327508,18.74959701,34.95195718,51.01887792,48.49785408,36.62374821,53.15592666,-51.50214592,-0.069420588,BUY
1/21/2024 22:15,FX:EURJPY,161.273,161.235,161.255,161.251,1156,-0.016922256,-0.022846458,17.60184128,44.52806522,50.52179986,46.78111588,42.6323319,52.45032096,-53.21888412,-0.048241176,SELL
1/21/2024 22:20,FX:EURJPY,161.295,161.237,161.251,161.27,1041,-0.01236233,-0.020749632,16.57939942,58.96986257,52.87069185,54.93562232,50.07153076,55.4591266,-45.06437768,-0.02375,BUY
1/21/2024 22:25,FX:EURJPY,161.281,161.247,161.27,161.266,938,-0.008967946,-0.018393295,15.62998913,48.07452383,52.3076952,53.21888412,51.64520744,54.85432849,-46.78111588,-0.004591176,SELL
1/21/2024 22:30,FX:EURJPY,161.279,161.248,161.266,161.279,842,-0.005169292,-0.015748494,14.74839386,48.81307747,54.02131857,59.56521739,55.90657461,59.20239475,-40.43478261,0.006611765,BUY
1/21/2024 22:35,FX:EURJPY,161.309,161.253,161.279,161.29,847,-0.001256736,-0.012850143,14.55206411,67.87044999,55.47901095,66.367713,59.71727151,58.21336803,-33.632287,0.017347059,BUY
1/21/2024 22:40,FX:EURJPY,161.313,161.274,161.29,161.284,1058,0.001344345,-0.010011245,14.45002539,71.50466613,54.46470775,83.04093567,69.65795536,58.07590959,-16.95906433,0.028247059,SELL
1/21/2024 22:45,FX:EURJPY,161.288,161.263,161.284,161.281,674,0.003127593,-0.007383477,14.0608297,45.03878662,53.93375674,81.28654971,76.89839946,56.90291345,-18.71345029,0.034720588,SELL
1/21/2024 22:50,FX:EURJPY,161.283,161.256,161.281,161.259,779,0.002734097,-0.005359962,13.50973639,22.80919459,50.07830723,68.42105263,77.582846,54.98218041,-31.57894737,0.039320588,SELL
1/21/2024 22:55,FX:EURJPY,161.264,161.217,161.259,161.257,693,0.002235101,-0.00384095,13.06032677,-11.28595002,49.73026884,67.25146199,72.31968811,59.69332165,-32.74853801,0.036764706,SELL
1/21/2024 23:00,FX:EURJPY,161.279,161.248,161.257,161.267,520,0.002616398,-0.00254948,12.25873861,29.45456846,51.54362504,73.0994152,69.59064327,60.0520895,-26.9005848,0.034,BUY
1/21/2024 23:05,FX:EURJPY,161.283,161.262,161.267,161.273,559,0.003363952,-0.001366794,11.41107603,56.37787669,52.64733986,75.4601227,71.93699996,57.36536192,-24.5398773,0.02805,BUY
1/21/2024 23:10,FX:EURJPY,161.289,161.262,161.273,161.269,466,0.003592218,-0.000374991,10.72889413,62.44221606,51.80024664,60.36036036,69.63996609,52.53643325,-39.63963964,0.02655,SELL
1/21/2024 23:15,FX:EURJPY,161.269,161.235,161.269,161.245,420,0.001815592,6.31E-05,10.54304023,12.87638314,46.92196472,34.61538462,56.81195589,52.88952681,-65.38461538,0.022579412,SELL
1/21/2024 23:20,FX:EURJPY,161.245,161.211,161.245,161.218,508,-0.001750888,-0.000299677,10.93355441,-43.17075411,42.11660772,6.862745098,33.94616336,47.09502115,-93.1372549,0.019873529,SELL
1/21/2024 23:25,FX:EURJPY,161.256,161.207,161.218,161.255,631,-0.001573618,-0.000554465,10.95947764,-17.7799527,49.71635064,45.28301887,28.92038286,57.10730593,-54.71698113,0.011723529,BUY
1/21/2024 23:30,FX:EURJPY,161.259,161.232,161.255,161.232,909,-0.003251557,-0.001093884,10.88979613,-25.79379322,45.6996574,23.58490566,25.24355654,48.92198402,-76.41509434,0.002985294,SELL
1/21/2024 23:35,FX:EURJPY,161.24,161.183,161.232,161.21,488,-0.006284112,-0.002131929,11.92972542,-134.9387135,42.1885542,20.76923077,29.87905177,47.59891367,-79.23076923,-0.011064706,SELL
1/21/2024 23:40,FX:EURJPY,161.228,161.194,161.21,161.224,761,-0.007471623,-0.003199868,12.89537404,-131.6681022,45.08022872,31.53846154,25.29753266,50.13674428,-68.46153846,-0.019955882,BUY
1/21/2024 23:45,FX:EURJPY,161.226,161.188,161.224,161.197,854,-0.010470708,-0.004654036,13.91887388,-162.1919317,40.83776661,10.76923077,21.02564103,48.43446041,-89.23076923,-0.024538235,SELL
1/21/2024 23:50,FX:EURJPY,161.203,161.183,161.197,161.201,432,-0.012382006,-0.00619963,14.97804901,-160.498351,41.71292177,16.98113208,19.76294146,53.32756409,-83.01886792,-0.031723529,BUY
1/21/2024 23:55,FX:EURJPY,161.221,161.186,161.201,161.191,485,-0.014536077,-0.00786692,15.27145651,-127.23449,40.11529553,7.547169811,11.76584422,51.72404101,-92.45283019,-0.039741176,SELL
1/22/2024 0:00,FX:EURJPY,161.222,161.185,161.191,161.221,491,-0.013664924,-0.00902652,15.54390633,-89.58990536,46.7094716,35.8490566,20.12578616,52.26508307,-64.1509434,-0.040414706,BUY
1/22/2024 0:05,FX:EURJPY,161.251,161.196,161.221,161.246,573,-0.010832369,-0.00938769,14.75085561,-31.01467773,51.5020723,59.43396226,34.27672956,60.4168514,-40.56603774,-0.036958824,BUY
1/22/2024 0:10,FX:EURJPY,161.263,161.239,161.246,161.246,753,-0.008489685,-0.009208089,13.76757165,18.95294897,51.5020723,59.43396226,51.57232704,60.05975067,-40.56603774,-0.026158824,NEUTRAL
1/22/2024 0:15,FX:EURJPY,161.282,161.229,161.246,161.264,566,-0.005121603,-0.008390792,13.43006999,48.67606682,54.88972267,76.41509434,65.09433962,59.10298864,-23.58490566,-0.010791176,BUY
1/22/2024 0:20,FX:EURJPY,161.38,161.263,161.264,161.364,845,0.005552782,-0.005602077,15.13923077,235.9693878,68.18547725,91.87817259,75.9090764,68.69264753,-8.121827411,0.012588235,BUY
1/22/2024 0:25,FX:EURJPY,161.395,161.344,161.364,161.346,1173,0.012416727,-0.001998316,16.94470365,249.895224,64.50031578,76.88679245,81.72668646,61.59504663,-23.11320755,0.042641176,SELL
1/22/2024 0:30,FX:EURJPY,161.415,161.346,161.346,161.395,1106,0.021561792,0.002713705,18.89996415,232.64149,69.35569033,91.37931034,86.71475846,65.59074849,-8.620689655,0.0691,BUY
1/22/2024 0:35,FX:EURJPY,161.437,161.387,161.395,161.429,883,0.031193262,0.008409617,21.00192899,217.443917,72.19723067,96.8503937,88.3721655,65.13291772,-3.149606299,0.094917647,BUY
1/22/2024 0:40,FX:EURJPY,161.451,161.401,161.429,161.419,622,0.037586085,0.01424491,23.12731014,176.5139124,70.13727148,88.05970149,92.09646851,61.22097857,-11.94029851,0.121547059,SELL
1/22/2024 0:45,FX:EURJPY,161.466,161.412,161.419,161.449,778,0.044559539,0.020307836,25.28189773,157.0261125,72.65772484,93.99293286,92.96767602,63.28142489,-6.007067138,0.136973529,BUY
1/22/2024 0:50,FX:EURJPY,161.46,161.402,161.449,161.414,835,0.046723247,0.025590918,26.89243133,117.6238905,65.69161105,81.6254417,87.89269202,58.1973089,-18.3745583,0.142067647,SELL
1/22/2024 0:55,FX:EURJPY,161.424,161.383,161.414,161.4,1024,0.046769192,0.029826573,27.67037263,85.76536783,63.08613339,76.67844523,84.09893993,52.20887532,-23.32155477,0.141285294,SELL
1/22/2024 1:00,FX:EURJPY,161.401,161.356,161.4,161.377,1812,0.044437449,0.032748748,27.46566318,59.44173316,58.94954434,68.32740214,75.54376302,55.23634719,-31.67259786,0.130394118,SELL
1/22/2024 1:05,FX:EURJPY,161.426,161.371,161.377,161.422,1165,0.045693918,0.035337782,27.73677061,73.09024498,63.93256902,84.34163701,76.44916146,58.24816647,-15.65836299,0.120644118,BUY
1/22/2024 1:10,FX:EURJPY,161.435,161.396,161.422,161.397,1062,0.044163301,0.037102886,28.14669611,68.44334495,59.60383001,74.44444444,75.70449453,50.96582168,-25.55555556,0.111547059,SELL
1/22/2024 1:15,FX:EURJPY,161.44,161.397,161.397,161.409,677,0.043418079,0.038365925,28.61719953,67.19393004,60.96987532,75.94936709,78.24514951,49.01287652,-24.05063291,0.104502941,BUY
1/22/2024 1:20,FX:EURJPY,161.409,161.368,161.409,161.388,916,0.04066421,0.038825582,28.0374274,42.18267312,57.31702967,67.08860759,72.49413971,47.12721948,-32.91139241,0.097826471,SELL
1/22/2024 1:25,FX:EURJPY,161.458,161.371,161.388,161.455,1251,0.043387939,0.039738053,28.41463803,70.24408831,64.60349063,94.58128079,79.20641849,58.37250466,-5.418719212,0.1011,BUY
