,datetime,symbol,open,high,low,close,volume,UTC,GMT,hhb1,llb1,hhb,llb,atr,b1,b2,b3,b4,SuperSignalV3,SuperSignalV2,BinaryArrow,ATR,Stochastic,CCI,Momentum_60,Momentum_4,WPR,Force,Bollinger_Upper,Bollinger_Lower,MA_High,MA_Median,MA_Low,Market_Condition,ExtremeBUYSELL,ExtremeBinarySignal,tm_buffer,up_buffer,dn_buffer,up_arrow,dn_arrow,TMSignal
499,2024-06-25 09:35:00,FX:EURUSD,1.06949,1.06992,1.06942,1.06985,531.0,2024-06-25 14:35:00,2024-06-25 16:35:00,1.07063,1.06904,1.07084,1.06904,0.0003150480285877236,,,,,0,0,0,0.00040037303785668197,35.8407079646019,204.25141659283534,0.008261049153235438,0.01869770485672678,-3.333333333355538,-0.05040935773661048,1.071341802964897,1.0690111970351033,1.06992,1.08947,1.08939,SAFE TRADE,0,,1.06986,1.07019,1.06931,,,
500,2024-06-25 09:40:00,FX:EURUSD,1.06985,1.07006,1.06967,1.06991,721.0,2024-06-25 14:40:00,2024-06-25 16:40:00,1.07074,1.06904,1.07087,1.06904,0.0003165470680159714,,,,,0,0,0,0.00039829843028536805,38.4955752212369,216.35028140800802,0.01376967916646371,0.039271054427798754,-16.666666666703673,-0.03702802091709996,1.0712347924907495,1.06901220750925,1.07006,1.08951,1.08948,SAFE TRADE,0,,1.06992,1.07024,1.06938,,,
501,2024-06-25 09:45:00,FX:EURUSD,1.06991,1.07012,1.06977,1.06995,939.0,2024-06-25 14:45:00,2024-06-25 16:45:00,1.07084,1.06911,1.07094,1.06904,0.00031721612665564896,,,,,0,0,0,0.00038863874422826453,40.2654867256635,208.2154507364524,0.011015338859352295,0.05049513283025079,-20.000000000022204,-0.026372589357508892,1.0710991048490306,1.0690388951509693,1.07012,1.089505,1.08949,SAFE TRADE,0,,1.06999,1.0703,1.06946,,,
502,2024-06-25 09:50:00,FX:EURUSD,1.06995,1.07014,1.0697,1.06983,1031.0,2024-06-25 14:50:00,2024-06-25 16:50:00,1.07084,1.06925,1.07094,1.06904,0.0003196718041225359,,,,,0,0,0,0.0003989109953826108,38.53658536585498,227.40176303609456,0.01009720858079644,0.031790853584419396,-16.66666666664611,-0.040279362306421165,1.0709488929651436,1.0690711070348566,1.07014,1.0895299999999999,1.08951,SAFE TRADE,0,,1.07006,1.07036,1.06953,,,
503,2024-06-25 09:55:00,FX:EURUSD,1.06983,1.07011,1.06976,1.07005,902.0,2024-06-25 14:55:00,2024-06-25 16:55:00,1.07084,1.06926,1.07094,1.06904,0.0003202783680400822,,,,,0,0,0,0.0003891287963060587,56.11111111110789,185.75815516540223,0.01285170055537972,0.01869420946861504,-33.33333333329222,-0.006176596262661288,1.0708487419573527,1.0691002580426474,1.07011,1.08951,1.08948,SAFE TRADE,2,1.070295909090909,1.07014,1.07044,1.06963,,,
504,2024-06-25 10:00:00,FX:EURUSD,1.07005,1.07051,1.07005,1.07048,800.0,2024-06-25 15:00:00,2024-06-25 17:00:00,1.07087,1.06926,1.07094,1.06911,0.0003230728006792831,,,,,0,0,0,0.00040330303704487236,80.89887640449523,161.8322352468347,0.011933721944275345,0.053275509154992615,-38.888888888882036,0.043848631774879174,1.0707768137372187,1.0691381862627811,1.07051,1.0894949999999999,1.08948,S/R AREA,2,1.0707046363636363,1.07023,1.07055,1.06973,,,
505,2024-06-25 10:05:00,FX:EURUSD,1.07048,1.07063,1.07046,1.07059,744.0,2024-06-25 15:05:00,2024-06-25 17:05:00,1.07094,1.06927,1.07094,1.06925,0.00032001134466569755,,,,,0,0,0,0.0003566424296358986,88.5714285714293,149.19929332637136,0.011933612396266014,0.059815879246691336,-33.33333333329222,0.04927597009273577,1.0708121744935155,1.0691228255064849,1.07063,1.08948,1.08947,HIGH RISK!,0,1.0708062727272727,1.07031,1.07065,1.06981,,,
506,2024-06-25 10:10:00,FX:EURUSD,1.07059,1.07074,1.07038,1.0706,669.0,2024-06-25 15:10:00,2024-06-25 17:10:00,1.07094,1.06942,1.07094,1.06926,0.0003208111177723819,,,,,0,0,0,0.00035731394370870206,89.14285714286164,189.03852794615852,0.011933174224360707,0.07197405195217346,-11.111111111056285,0.04319226007949407,1.0708453110041891,1.0691086889958112,1.07074,1.0895100000000002,1.08949,HIGH RISK!,0,1.0709172727272727,1.07037,1.07073,1.06989,,,
507,2024-06-25 10:15:00,FX:EURUSD,1.0706,1.07084,1.07059,1.07063,900.0,2024-06-25 15:15:00,2024-06-25 17:15:00,1.07094,1.06967,1.07094,1.06926,0.00031939489541693594,,,,,0,0,0,0.00033585115496697834,88.33333333333107,243.17961501180972,0.01101463110163732,0.05420307462268352,-0.0,0.040879080068134496,1.0708586907537636,1.0691023092462368,1.07084,1.089555,1.08953,HIGH RISK!,0,1.0710077272727272,1.07043,1.07079,1.06996,,,
508,2024-06-25 10:20:00,FX:EURUSD,1.07063,1.07081,1.0703,1.07032,865.0,2024-06-25 15:20:00,2024-06-25 17:20:00,1.07094,1.0697,1.07094,1.06927,0.00032320699750859746,,,,,0,0,0,0.0003706809239735848,71.11111111110728,210.76557495629007,0.011933174224360707,-0.014946566026470369,-23.80952380946339,-0.0032679313701744414,1.0708334313669676,1.0691105686330327,1.07081,1.08955,1.08952,SAFE TRADE,0,,1.07047,1.07083,1.07001,,,
509,2024-06-25 10:25:00,FX:EURUSD,1.07032,1.07077,1.07032,1.07058,443.0,2024-06-25 15:25:00,2024-06-25 17:25:00,1.07094,1.0697,1.07094,1.06942,0.00032574285755842674,,,,,0,0,0,0.0003865447391788801,85.5555555555598,188.66625352872626,0.011933174224360707,-0.0009340643943847287,-24.99999999994449,0.01365320168271705,1.0708756791954408,1.0690953208045593,1.07077,1.0895299999999999,1.08952,S/R AREA,0,,1.07052,1.07086,1.07006,,,
510,2024-06-25 10:30:00,FX:EURUSD,1.07058,1.07087,1.07057,1.07083,755.0,2024-06-25 15:30:00,2024-06-25 17:30:00,1.07094,1.06976,1.07094,1.06967,0.00032522800040725756,,,,,0,0,0,0.0003692357913430975,97.81420765027103,98.56754256005843,0.0018358561055900882,0.02148328040350761,-75.00000000005551,0.038667030013742526,1.070974405104792,1.069056594895208,1.07087,1.08948,1.08943,HIGH RISK!,0,1.071051909090909,1.07055,1.07092,1.07011,,,
511,2024-06-25 10:35:00,FX:EURUSD,1.07083,1.07094,1.07076,1.07077,779.0,2024-06-25 15:35:00,2024-06-25 17:35:00,1.07094,1.07005,1.07094,1.0697,0.0003223234403991138,1.071262323440399,,1.0711011617201995,,2,2,2,0.00033138863307449176,91.05263157894724,69.90672557675954,0.004589682393988023,0.013076412953123768,-68.42105263159125,0.0264660257260707,1.071053061724981,1.069031938275019,1.07094,1.08944,1.08943,HIGH RISK!,0,1.0711051818181818,1.07058,1.07095,1.07014,,,
512,2024-06-25 10:40:00,FX:EURUSD,1.07077,1.07093,1.07066,1.0707,789.0,2024-06-25 15:40:00,2024-06-25 17:40:00,1.07094,1.07029,1.07094,1.0697,0.00032127697159113134,,,,,0,0,0,0.0003191109064595919,87.36842105263072,76.709219858302,0.004589682393988023,0.03550340085208601,-68.42105263159125,0.01479516490805897,1.0711303497972342,1.0690466502027658,1.07093,1.08945,1.08944,S/R AREA,0,,1.07059,1.07096,1.07017,,,
513,2024-06-25 10:45:00,FX:EURUSD,1.0707,1.07077,1.07063,1.07067,786.0,2024-06-25 15:45:00,2024-06-25 17:45:00,1.07094,1.07029,1.07094,1.06976,0.00031765143215930927,,,,,0,0,0,0.0002832887251676793,85.24590163934467,16.039839023103827,-0.0009179364787812986,0.00840665807318682,-94.99999999996669,0.00931299849262484,1.0711411365751893,1.0691878634248106,1.07077,1.089415,1.08938,S/R AREA,0,,1.07061,1.07097,1.07019,,,
514,2024-06-25 10:50:00,FX:EURUSD,1.07067,1.07071,1.07043,1.07056,542.0,2024-06-25 15:50:00,2024-06-25 17:50:00,1.07094,1.07029,1.07094,1.07005,0.00031689840351612424,,,,,0,0,0,0.000282630980134155,77.5147928994051,-4.140786749114545,0.003671914444397118,-0.025214086269528542,-94.99999999996669,-0.0005345727206114981,1.0711575019957396,1.0692784980042607,1.07071,1.0893950000000001,1.08938,S/R AREA,0,,1.07061,1.07096,1.07021,,,
515,2024-06-25 10:55:00,FX:EURUSD,1.07056,1.07061,1.07031,1.07039,744.0,2024-06-25 15:55:00,2024-06-25 17:55:00,1.07094,1.07029,1.07094,1.07021,0.0003165604354458011,,,,,0,0,0,0.0002861047841073174,67.26190476189988,-0.9644364076105384,0.0,-0.03548848025253294,-94.99999999996669,-0.018526776617667367,1.0711597541102413,1.0693502458897586,1.07061,1.0894,1.08939,SAFE TRADE,1,1.0701709090909093,1.07061,1.07095,1.0702,,,
516,2024-06-25 11:00:00,FX:EURUSD,1.07039,1.07077,1.07029,1.07051,634.0,2024-06-25 16:00:00,2024-06-25 18:00:00,1.07094,1.07029,1.07094,1.07021,0.0003198292267368858,,,,1.0701300853866316,-1,0,0,0.0003248838272858611,74.40476190476458,-54.49459439033505,0.0,-0.01774540020546488,-95.99999999997513,-0.005011522815132589,1.0711451281189421,1.0694668718810578,1.07077,1.08937,1.08933,SAFE TRADE,0,,1.07061,1.07094,1.07021,,,
517,2024-06-25 11:05:00,FX:EURUSD,1.07051,1.0706,1.07045,1.07051,478.0,2024-06-25 16:05:00,2024-06-25 18:05:00,1.07094,1.07029,1.07094,1.07021,0.00031643264220215,,,,,0,0,0,0.0002899070618287078,74.25149700599312,-81.68168168126562,0.005508175049798399,-0.014943913624173457,-88.46153846154503,-0.0042955909843993625,1.0710957081053043,1.0696262918946955,1.0706,1.0893350000000002,1.08932,SAFE TRADE,0,,1.07061,1.07094,1.07021,,,
518,2024-06-25 11:10:00,FX:EURUSD,1.07051,1.0708,1.07051,1.07072,605.0,2024-06-25 16:10:00,2024-06-25 18:10:00,1.07094,1.07029,1.07094,1.07021,0.000315903989358105,,,,,0,0,0,0.00028992564946294654,85.52631578946618,-23.00844556034497,0.008262186725433354,0.014945449110739984,-73.07692307690994,0.0144680648704994,1.0710539388331428,1.0697910611668573,1.0708,1.089375,1.08935,S/R AREA,0,,1.07061,1.07094,1.07022,,,
519,2024-06-25 11:15:00,FX:EURUSD,1.07072,1.07078,1.07061,1.0707,525.0,2024-06-25 16:15:00,2024-06-25 18:15:00,1.07093,1.07021,1.07094,1.07021,0.0003129859095709429,,,,,0,0,0,0.0002659405195703579,81.10236220472454,-21.987523933168557,0.007344233399724404,0.028961406590124392,-80.76923076927018,0.010901198460434884,1.0710492431000884,1.0698807568999116,1.07078,1.089385,1.08937,S/R AREA,0,,1.07061,1.07093,1.07024,,,
520,2024-06-25 11:20:00,FX:EURUSD,1.0707,1.07073,1.07046,1.07049,600.0,2024-06-25 16:20:00,2024-06-25 18:20:00,1.07087,1.07021,1.07094,1.07021,0.0003121261913795239,,,,,0,0,0,0.0002667524156562848,63.70967741934719,-2.350685101315913,0.008262110877520951,-0.001868268395449928,-69.23076923081521,-0.008656115605345252,1.0710198288695016,1.0699681711304985,1.07073,1.0893899999999999,1.08937,SAFE TRADE,0,,1.07061,1.07093,1.07024,,,
521,2024-06-25 11:25:00,FX:EURUSD,1.07049,1.07087,1.07049,1.07076,361.0,2024-06-25 16:25:00,2024-06-25 18:25:00,1.07087,1.07021,1.07094,1.07021,0.0003134836675519344,,,1.071026741833776,,-2,0,0,0.0002894019325250372,85.4838709677353,2.235677689781609,0.00734409855780999,0.023353354942958163,-73.07692307690994,0.006504758052560823,1.0710087351737287,1.0700602648262711,1.07087,1.0894,1.08939,S/R AREA,0,,1.07062,1.07093,1.07025,,,
522,2024-06-25 11:30:00,FX:EURUSD,1.07076,1.07082,1.0707,1.07072,527.0,2024-06-25 16:30:00,2024-06-25 18:30:00,1.07087,1.07021,1.07095,1.07021,0.0003096139942008981,,,,,0,0,0,0.0002555215460200538,81.35593220337995,-2.492211838021436,0.005507972790630115,0.0,-68.18181818179524,0.0025640783307634084,1.070931981585925,1.0702260184140748,1.07082,1.0893950000000001,1.08939,S/R AREA,0,,1.07062,1.07093,1.07027,,,
523,2024-06-25 11:35:00,FX:EURUSD,1.07072,1.0708,1.07068,1.07074,486.0,2024-06-25 16:35:00,2024-06-25 18:35:00,1.07087,1.07021,1.07115,1.07021,0.0003058217143168781,,,,,0,0,0,0.00022841723681602265,77.52808988764437,31.467850605857866,0.00826195918593498,0.0037358737274717476,-52.380952380967486,0.003586352854949161,1.0708762755696455,1.0703507244303543,1.0708,1.089415,1.08939,S/R AREA,0,,1.07063,1.07094,1.07029,,,
524,2024-06-25 11:40:00,FX:EURUSD,1.07074,1.07075,1.0705,1.07053,488.0,2024-06-25 16:40:00,2024-06-25 18:40:00,1.0709,1.07021,1.07115,1.07021,0.0003047052800305422,,,,,0,0,0,0.0002327337894528348,36.923076923077446,69.32538203549542,0.011934050600371192,0.003736606600719297,-7.142857142902458,-0.011565983267189463,1.0708745652722285,1.0703574347277716,1.07075,1.0894400000000002,1.08942,SAFE TRADE,0,,1.07065,1.07095,1.0703,,,
525,2024-06-25 11:45:00,FX:EURUSD,1.07053,1.07055,1.07021,1.07055,664.0,2024-06-25 16:45:00,2024-06-25 18:45:00,1.07094,1.07021,1.07115,1.07021,0.0003054111744299271,,1.0699045888255703,,1.070057294412785,1,1,1,0.00025418703156222485,46.57534246573051,57.546849433282404,0.011016248967237678,-0.01961223803653886,-33.33333333328399,-0.008016557086171033,1.0708739538420615,1.0703540461579384,1.07055,1.089445,1.08942,SAFE TRADE,0,,1.07066,1.07096,1.07032,,,
526,2024-06-25 11:50:00,FX:EURUSD,1.07055,1.07055,1.07042,1.07053,620.0,2024-06-25 16:50:00,2024-06-25 18:50:00,1.07095,1.07021,1.07125,1.07021,0.00030190295094132785,,,,,0,0,0,0.00022934962524977259,43.83561643834533,84.36363636382099,0.01560635270357142,-0.01774506873878441,-6.250000000043368,-0.008642763216709967,1.0708729861901176,1.0703480138098822,1.07055,1.08945,1.08942,SAFE TRADE,0,,1.07069,1.07097,1.07034,,,
527,2024-06-25 11:55:00,FX:EURUSD,1.07053,1.07055,1.07041,1.07046,915.0,2024-06-25 16:55:00,2024-06-25 18:55:00,1.07115,1.07021,1.07133,1.07021,0.0002986648919224974,,,,,0,0,0,0.00021147970019977946,34.246575342451585,97.53753753752449,0.013770311209042001,-0.026150139156103064,-27.77777777773666,-0.016558082757181868,1.0708723035330927,1.070331696466907,1.07055,1.089475,1.08945,SAFE TRADE,0,,1.07071,1.07099,1.07035,,,
528,2024-06-25 12:00:00,FX:EURUSD,1.07046,1.07061,1.07043,1.07055,835.0,2024-06-25 17:00:00,2024-06-25 19:00:00,1.07115,1.07021,1.07139,1.07021,0.00029629159408404884,,,,,0,0,0,0.00020518376015983734,46.57534246573051,34.97562804680855,0.006425909266162493,0.0018682334918133053,-50.0,-0.0034569280775935893,1.0708526045796352,1.0703743954203646,1.07061,1.0894300000000001,1.0894,SAFE TRADE,0,,1.07075,1.07102,1.07038,,,
529,2024-06-25 12:05:00,FX:EURUSD,1.07055,1.07084,1.07046,1.07075,953.0,2024-06-25 17:05:00,2024-06-25 19:05:00,1.07115,1.07021,1.07145,1.07021,0.0002979657622023688,,,,,0,0,0,0.0002401470081278793,73.97260273973436,48.4578223708419,0.009179786110982602,0.018681985895119334,-27.77777777773666,0.024265490219232723,1.07086773156086,1.07037626843914,1.07084,1.0894249999999999,1.0894,SAFE TRADE,0,,1.07079,1.07105,1.07043,,,
530,2024-06-25 12:10:00,FX:EURUSD,1.07075,1.0709,1.07074,1.07086,440.0,2024-06-25 17:10:00,2024-06-25 19:10:00,1.07125,1.07021,1.07145,1.07021,0.00029520644695832013,,,,,0,0,0,0.00022411760650229104,89.04109589039845,42.84346224700685,0.0073436940617127335,0.03082585261505436,-27.77777777773666,0.027713277330760375,1.070874599581845,1.070372400418155,1.0709,1.08942,1.08939,HIGH RISK!,0,1.0710081818181818,1.07083,1.07109,1.07048,,,
531,2024-06-25 12:15:00,FX:EURUSD,1.07086,1.07094,1.07084,1.07093,398.0,2024-06-25 17:15:00,2024-06-25 19:15:00,1.07133,1.07021,1.07146,1.07021,0.0002913023180191535,,,,,0,0,0,0.0001992940852018306,98.6301369862922,91.50609800066685,0.011015642211931588,0.043906358014308845,-13.33333333328399,0.027734237712081146,1.070909512589648,1.070353487410352,1.07094,1.0894599999999999,1.08944,HIGH RISK!,0,1.0710372727272728,1.07088,1.07114,1.07054,,,
532,2024-06-25 12:20:00,FX:EURUSD,1.07093,1.07095,1.07074,1.07091,510.0,2024-06-25 17:20:00,2024-06-25 19:20:00,1.07139,1.07021,1.07154,1.07021,0.0002896762716587713,,,,,0,0,0,0.00020143526816147317,94.59459459458891,127.54476330648836,0.011015439975022303,0.03362757461119406,-7.142857142902458,0.022315060896076187,1.0709443640190281,1.0703396359809716,1.07095,1.0894949999999999,1.08948,HIGH RISK!,0,1.0710489090909092,1.07093,1.07118,1.0706,,,
533,2024-06-25 12:25:00,FX:EURUSD,1.07091,1.07115,1.0709,1.07114,452.0,2024-06-25 17:25:00,2024-06-25 19:25:00,1.07145,1.07041,1.07161,1.07021,0.00028888274622559755,,,,,0,0,0,0.00021114821452919525,98.93617021275892,50.06653359919907,0.002753834714838074,0.03642306794302035,-64.2857142856463,0.033978623625205095,1.0710378694402114,1.0702931305597887,1.07115,1.08945,1.08939,HIGH RISK!,0,1.0712533636363637,1.07099,1.07124,1.07066,,,
534,2024-06-25 12:30:00,FX:EURUSD,1.07114,1.07115,1.07094,1.07097,478.0,2024-06-25 17:30:00,2024-06-25 19:30:00,1.07145,1.07041,1.07161,1.07021,0.0002873050913010865,,,,,0,0,0,0.00021091857162336492,80.8510638297787,95.6027381364658,0.011933393306280956,0.010272117737150935,-0.0,0.017515963107318417,1.071077530330886,1.0702944696691141,1.07115,1.0894599999999999,1.08941,S/R AREA,0,,1.07104,1.07129,1.07072,,,
535,2024-06-25 12:35:00,FX:EURUSD,1.07097,1.071,1.0709,1.07096,472.0,2024-06-25 17:35:00,2024-06-25 19:35:00,1.07146,1.07043,1.07171,1.07021,0.00028355898947506454,,,,,0,0,0,0.00018873485729868975,79.7872340425376,161.9621524477602,0.011933393306280956,0.002801303539911525,-36.842105263182496,0.014339396949125654,1.071098608057718,1.070330391942282,1.071,1.089545,1.08951,S/R AREA,0,,1.0711,1.07134,1.07078,,,
536,2024-06-25 12:40:00,FX:EURUSD,1.07096,1.07125,1.07095,1.07124,364.0,2024-06-25 17:40:00,2024-06-25 19:40:00,1.07154,1.07046,1.07172,1.07041,0.0002838878096855626,,,,,0,0,0,0.00021098788583894518,99.03846153845518,62.81565656569936,0.0036717796197705097,0.030814914418573126,-78.94736842113875,0.026850911670682147,1.0711858287019096,1.0703161712980904,1.07125,1.08947,1.08943,HIGH RISK!,0,1.0713533636363637,1.07116,1.0714,1.07085,,,
537,2024-06-25 12:45:00,FX:EURUSD,1.07124,1.07133,1.07123,1.07126,461.0,2024-06-25 17:45:00,2024-06-25 19:45:00,1.07161,1.07074,1.07172,1.07041,0.0002802100534918511,,,,,0,0,0,0.00018879030867115394,93.75000000001735,19.133897195501348,0.00642585027768986,0.011203017346016395,-84.21052631579562,0.02433221000345047,1.0712614175403863,1.0703155824596136,1.07133,1.089425,1.08939,HIGH RISK!,0,1.071424,1.07121,1.07145,1.07091,,,
538,2024-06-25 12:50:00,FX:EURUSD,1.07126,1.07139,1.07126,1.07139,406.0,2024-06-25 17:50:00,2024-06-25 19:50:00,1.07161,1.07074,1.07172,1.07043,0.0002772058524220134,,,,,0,0,0,0.00017703224693691586,100.0,0.16412949805120733,0.007343761474614264,0.03921678478389562,-53.84615384618012,0.028396180002955428,1.0713610584383955,1.0702829415616044,1.07139,1.0893950000000001,1.08932,HIGH RISK!,0,1.0714777272727274,1.07127,1.07151,1.07097,,,
539,2024-06-25 12:55:00,FX:EURUSD,1.07139,1.07145,1.07134,1.07134,207.0,2024-06-25 17:55:00,2024-06-25 19:55:00,1.07171,1.07074,1.07173,1.07046,0.00027386173537357424,,,,,0,0,0,0.00016362579754954359,91.12903225805947,80.89491375969762,0.008261428309174364,0.03548218420856493,-34.61538461536491,0.022861011431101533,1.071434668580178,1.0702733314198218,1.07145,1.089465,1.08943,HIGH RISK!,0,1.071530090909091,1.07132,1.07155,1.07103,,,
540,2024-06-25 13:00:00,FX:EURUSD,1.07134,1.07137,1.0712,1.07124,413.0,2024-06-25 18:00:00,2024-06-25 20:00:00,1.07172,1.0709,1.07173,1.07074,0.0002717845006661028,,,,,0,0,0,0.00016490063803963555,83.0645161290275,-0.22549185383772755,-0.0018358224025324234,0.0,-65.3846153846351,0.013695152655230539,1.071470163114434,1.0703128368855657,1.07137,1.089415,1.08934,S/R AREA,0,,1.07136,1.07159,1.07107,,,
541,2024-06-25 13:05:00,FX:EURUSD,1.07124,1.07146,1.07123,1.07144,483.0,2024-06-25 18:05:00,2024-06-25 20:05:00,1.07172,1.0709,1.07173,1.07074,0.0002709488106527843,,,,,0,0,0,0.00017792051043174334,98.39999999998949,-2.018018018145972,-0.0045895138786792725,0.016802643615914617,-73.07692307690994,0.02553870227591037,1.0715475442106532,1.0703034557893467,1.07146,1.0894249999999999,1.08937,HIGH RISK!,0,1.071546,1.0714,1.07163,1.07112,,,
542,2024-06-25 13:10:00,FX:EURUSD,1.07144,1.07154,1.07144,1.0715,424.0,2024-06-25 18:10:00,2024-06-25 20:10:00,1.07172,1.0709,1.07173,1.07074,0.0002675298344397284,,,,,0,0,0,0.00016233640834539248,96.99248120300413,-54.41700239369619,-0.0036716448050648468,0.010267036279957106,-73.07692307690994,0.02552460195077723,1.0716266321620398,1.07030236783796,1.07154,1.08937,1.08933,HIGH RISK!,0,1.0716186363636364,1.07144,1.07166,1.07116,,,
543,2024-06-25 13:15:00,FX:EURUSD,1.0715,1.07161,1.07148,1.07156,336.0,2024-06-25 18:15:00,2024-06-25 20:15:00,1.07173,1.07095,1.07173,1.0709,0.00026477923775093307,,,,,0,0,0,0.00015586912667630667,96.42857142857936,-28.136408156452248,-0.006425319430167288,0.020535030895897567,-80.76923076927018,0.024758230243531548,1.0717073112281865,1.0703036887718136,1.07161,1.08941,1.08937,HIGH RISK!,0,1.071685,1.07147,1.07169,1.0712,,,
544,2024-06-25 13:20:00,FX:EURUSD,1.07156,1.07161,1.07154,1.07154,269.0,2024-06-25 18:20:00,2024-06-25 20:20:00,1.07173,1.0712,1.07173,1.0709,0.00026088365299591467,,,,,0,0,0,0.00013869530134104824,94.99999999999841,-53.8659677344968,-0.00458968239396764,0.02800492886747759,-88.46153846154503,0.020452768780164863,1.071759033427377,1.070352966572623,1.07161,1.0893950000000001,1.08934,HIGH RISK!,0,1.071677,1.0715,1.07172,1.07124,,,
545,2024-06-25 13:25:00,FX:EURUSD,1.07154,1.07171,1.07154,1.07171,158.0,2024-06-25 18:25:00,2024-06-25 20:25:00,1.07173,1.0712,1.07173,1.0709,0.00025906597993599644,,,,,0,0,0,0.00014495624107283928,100.0,45.43645326246679,0.006425555351571002,0.02519973120286647,-42.307692307725155,0.021368087525855676,1.0718317297541624,1.0703962702458374,1.07171,1.0894400000000002,1.08935,HIGH RISK!,0,1.0717793636363635,1.07152,1.07176,1.07127,,,
546,2024-06-25 13:30:00,FX:EURUSD,1.07171,1.07172,1.07165,1.07165,253.0,2024-06-25 18:30:00,2024-06-25 20:30:00,1.07173,1.0712,1.07173,1.07095,0.0002552846603372768,,,,,0,0,0,0.00012996499285827432,94.6564885496169,72.64549649112224,0.01285205449271371,0.013999066728893561,-46.15384615381988,0.016146932165020996,1.0718713130542143,1.0704686869457856,1.07172,1.089475,1.08944,HIGH RISK!,0,1.071782,1.07154,1.07177,1.07129,,,
547,2024-06-25 13:35:00,FX:EURUSD,1.07165,1.07172,1.07156,1.0716,400.0,2024-06-25 18:35:00,2024-06-25 20:35:00,1.07173,1.0712,1.07175,1.0712,0.00025337896713053,,,,,0,0,0,0.00013597199428660704,90.69767441861266,119.02648666313135,0.01376967916646371,0.0037328754339505024,-30.769230769270184,0.0109830847128818,1.0718712080409405,1.0705827919590594,1.07172,1.089505,1.08946,HIGH RISK!,0,,1.07155,1.07178,1.07131,,,
548,2024-06-25 13:40:00,FX:EURUSD,1.0716,1.07172,1.07159,1.07165,625.0,2024-06-25 18:40:00,2024-06-25 20:40:00,1.07173,1.07123,1.07175,1.0712,0.0002509113877879187,,,,,0,0,0,0.00013477759542927833,94.44444444444346,76.90739433899302,0.010097393954399476,0.010265599044371139,-30.769230769270184,0.013878358325316854,1.071871087429855,1.0706929125701448,1.07172,1.0894650000000001,1.08942,HIGH RISK!,0,1.0717845454545454,1.07156,1.07179,1.07132,,,
549,2024-06-25 13:45:00,FX:EURUSD,1.07165,1.07173,1.07154,1.07156,538.0,2024-06-25 18:45:00,2024-06-25 20:45:00,1.07173,1.07138,1.07175,1.0712,0.00024969316003216303,,,1.0718548465800162,,-2,0,0,0.00014582207634344956,82.82828282828328,127.93780369309457,0.013769299968798263,-0.01399632363231401,-8.695652173875267,0.004978592850277472,1.0718695968835716,1.0707754031164283,1.07173,1.089505,1.08946,S/R AREA,0,,1.07157,1.07179,1.07134,,,
550,2024-06-25 13:50:00,FX:EURUSD,1.07156,1.07162,1.07145,1.07149,617.0,2024-06-25 18:50:00,2024-06-25 20:50:00,1.07173,1.07138,1.07175,1.0712,0.00024809929683151986,,,,,0,0,0,0.00015065766107476034,75.75757575757508,179.96171027415375,0.014686848844781851,-0.014930247748792794,-0.0,-0.0019026346997634436,1.0718621102242765,1.0708458897757234,1.07162,1.089545,1.08952,S/R AREA,0,,1.07157,1.07179,1.07134,,,
551,2024-06-25 13:55:00,FX:EURUSD,1.07149,1.0716,1.07145,1.0716,546.0,2024-06-25 18:55:00,2024-06-25 20:55:00,1.07175,1.07138,1.07175,1.07123,0.0002461373108948913,,,,,0,0,0,0.00015052612885982716,86.86868686869117,195.57611338418798,0.016522856618328346,0.0,-3.703703703728071,0.006949170257349871,1.0718669110970918,1.0709080889029081,1.0716,1.089565,1.08954,S/R AREA,0,,1.07158,1.07179,1.07135,,,
552,2024-06-25 14:00:00,FX:EURUSD,1.0716,1.07161,1.0715,1.07154,596.0,2024-06-25 19:00:00,2024-06-25 21:00:00,1.07175,1.07138,1.07175,1.07138,0.0002434145646769946,,,,,0,0,0,0.00014242090308787264,77.10843373492655,111.30679816857243,0.007343559239561402,-0.01026454532730411,-48.14814814813597,0.000847860220571043,1.0718490186042666,1.0709889813957336,1.07161,1.089535,1.08947,S/R AREA,0,,1.07158,1.07179,1.07136,,,
553,2024-06-25 14:05:00,FX:EURUSD,1.07154,1.0716,1.07147,1.07147,600.0,2024-06-25 19:05:00,2024-06-25 21:05:00,1.07175,1.07138,1.07175,1.07138,0.0002411462733834584,,,,,0,0,0,0.00013993672247033522,68.67469879516686,-205.83347659166267,-0.020194602533494307,-0.00839896972639381,-97.67441860463555,-0.005273262668083205,1.0718463272143075,1.071024672785693,1.0716,1.089335,1.08917,SAFE TRADE,1,1.0713997272727271,1.07159,1.07179,1.07136,,,
554,2024-06-25 14:10:00,FX:EURUSD,1.07147,1.07149,1.07138,1.07147,263.0,2024-06-25 19:10:00,2024-06-25 21:10:00,1.07175,1.07138,1.07175,1.07134,0.00023852334791579031,,,,1.0712607383260422,-1,0,0,0.0001339493779762791,68.67469879516686,-357.1695739398959,-0.019277019956309413,-0.0018665596505922613,-87.75510204082373,-0.004519939429785604,1.071811468659592,1.0711095313404078,1.07149,1.08915,1.08911,SAFE TRADE,1,1.071312,1.07159,1.07179,1.07136,,,
