,datetime,symbol,open,high,low,close,volume,UTC,GMT,hhb1,llb1,hhb,llb,atr,b1,b2,b3,b4,SuperSignalV3,SuperSignalV2,BinaryArrow,ATR,Stochastic,CCI,Momentum_60,Momentum_4,WPR,Force,Bollinger_Upper,Bollinger_Lower,MA_High,MA_Median,MA_Low,Market_Condition,ExtremeBUYSELL,ExtremeBinarySignal,tm_buffer,up_buffer,dn_buffer,up_arrow,dn_arrow,TMSignal
10,2024-06-23 16:50:00,FX:EURUSD,1.06886,1.06893,1.06885,1.06891,18.0,2024-06-23 21:50:00,2024-06-23 23:50:00,1.0693,1.0686,1.0693,1.06798,0.0,,,,,0,0,0,0.00017155327999998564,,,,-0.007483699566888371,,,,,1.06893,1.0887850000000001,1.08867,,0,,1.06902,1.06902,1.06875,,,
11,2024-06-23 16:55:00,FX:EURUSD,1.06891,1.06892,1.06887,1.06891,44.0,2024-06-23 21:55:00,2024-06-23 23:55:00,1.0693,1.0686,1.06934,1.0686,0.0,,,,,0,0,0,0.0001472426240000096,,,,-0.001871029908404571,,,,,1.06892,1.0887950000000002,1.08874,,0,,1.06905,1.06905,1.06877,,,
12,2024-06-23 17:00:00,FX:EURUSD,1.06891,1.0693,1.06887,1.06924,369.0,2024-06-23 22:00:00,2024-06-24 00:00:00,1.0693,1.0686,1.06934,1.0686,0.0,,,1.0693,,-2,0,0,0.00020379409919999377,,,,0.03274424870660896,,,,,1.0693,1.08908,1.08885,,0,1.0693870909090908,1.06908,1.06916,1.06881,,,2.0
13,2024-06-23 17:05:00,FX:EURUSD,1.06924,1.06928,1.0692,1.06925,76.0,2024-06-23 22:05:00,2024-06-24 00:05:00,1.0693,1.06885,1.06937,1.0686,0.0,,,,,0,0,0,0.000179035279360011,,,,0.03648747263440605,-13.600000000000568,0.017958271383151952,,,1.06928,1.0890900000000001,1.08899,,0,1.0693568181818183,1.0691,1.06922,1.06884,,,
14,2024-06-23 17:10:00,FX:EURUSD,1.06925,1.06925,1.06915,1.06922,55.0,2024-06-23 22:10:00,2024-06-24 00:10:00,1.0693,1.06885,1.06945,1.0686,0.0,,,,,0,0,0,0.0001632282234880066,,,,0.029001506207260896,-11.200000000002557,0.01515708975698759,,,1.06925,1.089175,1.08914,,0,1.0693193636363636,1.06913,1.06925,1.06887,,,2.0
15,2024-06-23 17:15:00,FX:EURUSD,1.06922,1.06923,1.06913,1.06916,90.0,2024-06-23 22:15:00,2024-06-24 00:15:00,1.06934,1.06885,1.06954,1.0686,0.0,,,,,0,0,0,0.00015058257879040307,,,,0.023388311457473825,-14.285714285717523,0.012220362648847162,,,1.06923,1.08917,1.08917,,0,,1.06915,1.06927,1.0689,,,
16,2024-06-23 17:20:00,FX:EURUSD,1.06916,1.06917,1.06914,1.06917,46.0,2024-06-23 22:20:00,2024-06-24 00:20:00,1.06934,1.06885,1.06954,1.06885,0.0,,,,,0,0,0,0.00012646606303231737,,,,-0.006546706071603615,-14.285714285717523,0.010540310841867968,,,1.06917,1.08917,1.08917,,0,,1.06918,1.06929,1.06893,,,
17,2024-06-23 17:25:00,FX:EURUSD,1.06917,1.0692,1.06917,1.06918,56.0,2024-06-23 22:25:00,2024-06-24 00:25:00,1.06937,1.06885,1.06954,1.06885,0.0,,,,,0,0,0,0.0001071728504258488,,,,-0.00654664484451854,-20.212765957438766,0.00911455215017307,,,1.0692,1.089275,1.08917,,0,,1.0692,1.06931,1.06896,,,
18,2024-06-23 17:30:00,FX:EURUSD,1.06918,1.06919,1.06917,1.06919,56.0,2024-06-23 22:30:00,2024-06-24 00:30:00,1.06945,1.06887,1.06954,1.06885,0.0,,,,,0,0,0,8.973828034070524e-05,,,,-0.00280578365537256,-14.893617021280617,0.007892473271577442,,,1.06919,1.089285,1.08919,,0,,1.06922,1.06933,1.06899,,,
19,2024-06-23 17:35:00,FX:EURUSD,1.06919,1.0692,1.06911,1.06918,150.0,2024-06-23 22:35:00,2024-06-24 00:35:00,1.06954,1.06887,1.06954,1.06885,0.0,,,,,0,0,0,8.979062427254889e-05,90.90909090909855,,,0.001870627408424275,-10.810810810822165,0.006550691375636404,1.0693310258053776,1.0687109741946224,1.0692,1.089275,1.08924,HIGH RISK!,0,,1.06924,1.06935,1.06901,,,
20,2024-06-23 17:40:00,FX:EURUSD,1.06918,1.06929,1.06918,1.06929,100.0,2024-06-23 22:40:00,2024-06-24 00:40:00,1.06954,1.06908,1.06954,1.06885,0.0,,,,,0,0,0,9.383249941805001e-05,98.57142857145078,,,0.011223659474182779,-20.27027027028406,0.00718630689340341,1.069346445610526,1.0687535543894742,1.06929,1.08926,1.08922,HIGH RISK!,0,1.069331,1.06926,1.06937,1.06904,,,
21,2024-06-23 17:45:00,FX:EURUSD,1.06929,1.06934,1.06929,1.06929,83.0,2024-06-23 22:45:00,2024-06-24 00:45:00,1.06954,1.06908,1.06954,1.06887,0.0,,,,,0,0,0,8.50659995344167e-05,93.24324324325865,,,0.010288258291405982,-20.27027027028406,0.006159691622917209,1.069375079776818,1.0687639202231822,1.06934,1.08923,1.08923,HIGH RISK!,0,1.0693760909090908,1.06927,1.06938,1.06905,,,
22,2024-06-23 17:50:00,FX:EURUSD,1.06929,1.06931,1.06908,1.06923,226.0,2024-06-23 22:50:00,2024-06-24 00:50:00,1.06954,1.06908,1.06954,1.06887,0.0,,,,1.06908,-1,0,0,0.00011405279962752386,85.13513513512703,,,0.0037411498423870365,-40.27777777779191,0.0033425928196378013,1.0693901229260478,1.0687798770739518,1.06931,1.089105,1.08898,S/R AREA,0,,1.06928,1.06938,1.06906,,,
23,2024-06-23 17:55:00,FX:EURUSD,1.06923,1.06937,1.06923,1.06937,99.0,2024-06-23 22:55:00,2024-06-24 00:55:00,1.06954,1.06908,1.06954,1.06882,0.0,,,,,0,0,0,0.00011924223970202489,100.0,,,0.01777062795786607,-38.028169014084064,0.0048450795596899545,1.0694278891721885,1.0687851108278115,1.06937,1.0890900000000001,1.08906,HIGH RISK!,0,1.0694226363636363,1.06928,1.06939,1.06907,,,
24,2024-06-23 18:00:00,FX:EURUSD,1.06937,1.06945,1.06935,1.06944,241.0,2024-06-23 23:00:00,2024-06-24 01:00:00,1.06954,1.06902,1.06954,1.06875,0.0,,,,,0,0,0,0.0001153937917616177,98.82352941175702,,,0.014027999887764072,-43.75000000001084,0.006562925336877603,1.0694736196715646,1.0687903803284353,1.06945,1.0891,1.08909,HIGH RISK!,0,1.0695035454545454,1.06927,1.06941,1.06907,,,2.0
25,2024-06-23 18:05:00,FX:EURUSD,1.06944,1.06954,1.06944,1.0695,243.0,2024-06-23 23:05:00,2024-06-24 01:05:00,1.06954,1.06899,1.06954,1.06873,0.0,1.06954,,1.06954,,2,2,2,0.00011231503340929196,94.20289855071765,,,0.0196391998428697,-56.60377358490803,0.007708221717321889,1.0695250753346912,1.0687949246653086,1.06954,1.0890900000000001,1.08908,HIGH RISK!,0,1.0695944545454545,1.06926,1.06944,1.06906,,,2.0
26,2024-06-23 18:10:00,FX:EURUSD,1.0695,1.06952,1.06938,1.06943,153.0,2024-06-23 23:10:00,2024-06-24 01:10:00,1.06954,1.06893,1.06954,1.06848,0.0,,,,,0,0,0,0.00011785202672743938,84.05797101451374,,,0.01870504942811182,-64.9999999999889,0.005077047186280442,1.0695563581173155,1.0688076418826846,1.06952,1.0891000000000002,1.08908,S/R AREA,0,,1.06923,1.06944,1.06904,,,2.0
27,2024-06-23 18:15:00,FX:EURUSD,1.06943,1.06949,1.06929,1.06931,233.0,2024-06-23 23:15:00,2024-06-24 01:15:00,1.06954,1.06882,1.06954,1.06848,0.0,,,,,0,0,0,0.0001342816213819471,66.66666666666667,,,-0.005610780178979117,-64.9999999999889,0.00035746901680781384,1.0695605497183978,1.0688414502816024,1.06949,1.089095,1.08907,SAFE TRADE,0,,1.0692,1.06941,1.06901,,,2.0
28,2024-06-23 18:20:00,FX:EURUSD,1.06931,1.06936,1.06923,1.06931,292.0,2024-06-23 23:20:00,2024-06-24 01:20:00,1.06954,1.06875,1.06954,1.06848,0.0,,,,,0,0,0,0.0001334252971055948,66.66666666666667,,,-0.012155894673844581,-39.999999999988894,0.0003064020144066976,1.069554481578437,1.0688895184215632,1.06936,1.0891700000000002,1.08912,SAFE TRADE,0,,1.06916,1.06938,1.06898,,,
29,2024-06-23 18:25:00,FX:EURUSD,1.06931,1.06936,1.06911,1.06914,285.0,2024-06-23 23:25:00,2024-06-24 01:25:00,1.06954,1.06873,1.06954,1.06848,0.0,,,,,0,0,0,0.00015674023768449252,42.02898550724078,,,-0.0336605890603007,-39.999999999988894,-0.006658798273365829,1.0695273691816236,1.0689446308183765,1.06936,1.08928,1.08922,SAFE TRADE,1,1.069029909090909,1.06912,1.06933,1.06894,,,
30,2024-06-23 18:30:00,FX:EURUSD,1.06914,1.06916,1.06902,1.06906,227.0,2024-06-23 23:30:00,2024-06-24 01:30:00,1.06954,1.06848,1.06954,1.06848,0.0,,,,,0,0,0,0.0001533921901475998,28.358208955212998,,,-0.03459786989332668,-72.50000000003885,-0.008301827091459019,1.0695073389660381,1.0689796610339624,1.06916,1.0891799999999998,1.08909,SAFE TRADE,1,1.0689403636363637,1.06907,1.06928,1.06889,,,
31,2024-06-23 18:35:00,FX:EURUSD,1.06906,1.06906,1.06899,1.069,134.0,2024-06-23 23:35:00,2024-06-24 01:35:00,1.06954,1.06848,1.06954,1.06848,0.0,,,,,0,0,0,0.00013671375211803834,19.402985074622908,,,-0.028990657526819397,-72.50000000003885,-0.008264423221249612,1.069491195394693,1.069004804605307,1.06906,1.08909,1.08909,S/R AREA,1,1.0689174545454547,1.06902,1.06923,1.06885,,,
32,2024-06-23 18:40:00,FX:EURUSD,1.069,1.06902,1.06893,1.06894,203.0,2024-06-23 23:40:00,2024-06-24 01:40:00,1.06954,1.06848,1.06954,1.06848,0.0,,,,,0,0,0,0.00012737100169445977,1.6393442623058232,,,-0.034601752532004884,-94.87179487181677,-0.00882379133249819,1.069510856077853,1.0689551439221467,1.06902,1.089025,1.08895,HIGH RISK!,0,1.068862909090909,1.06897,1.06917,1.0688,,,
33,2024-06-23 18:45:00,FX:EURUSD,1.06894,1.069,1.06882,1.06887,260.0,2024-06-23 23:45:00,2024-06-24 01:45:00,1.06952,1.06848,1.06954,1.06848,0.0,,,,,0,0,0,0.0001378968013555372,6.944444444429881,,,-0.025253942421010575,-71.79487179490683,-0.010163249713570415,1.069533462047824,1.0688945379521761,1.069,1.089035,1.08897,HIGH RISK!,0,1.0687489090909092,1.06893,1.06913,1.06876,,,
34,2024-06-23 18:50:00,FX:EURUSD,1.06887,1.06887,1.06875,1.06879,355.0,2024-06-23 23:50:00,2024-06-24 01:50:00,1.06949,1.06848,1.06954,1.06848,0.0,,,,,0,0,0,0.00013431744108440935,5.063291139218448,,,-0.025255832226441222,-61.53846153848344,-0.012768499754492985,1.069561491869829,1.068823508130171,1.06887,1.0890849999999999,1.089,HIGH RISK!,0,1.0686807272727274,1.0689,1.06909,1.06872,,,
35,2024-06-23 18:55:00,FX:EURUSD,1.06879,1.06884,1.06873,1.06877,360.0,2024-06-23 23:55:00,2024-06-24 01:55:00,1.06936,1.06848,1.06954,1.06848,0.0,,,,,0,0,0,0.00012945395286753837,4.938271604943348,,,-0.021515434985963748,-84.61538461539338,-0.011972999789560734,1.0695854609072384,1.0687605390927615,1.06884,1.089105,1.089,HIGH RISK!,0,1.0686636363636364,1.06887,1.06905,1.06869,,,
36,2024-06-23 19:00:00,FX:EURUSD,1.06877,1.0688,1.06848,1.06856,608.0,2024-06-24 00:00:00,2024-06-24 02:00:00,1.06936,1.06848,1.06952,1.06848,0.0,,1.06848,,1.06848,1,1,1,0.0001675631622940059,7.547169811308502,,,-0.03554923569143703,-71.69811320756693,-0.028502571248198695,1.0696339824513652,1.068651017548635,1.0688,1.08891,1.08881,HIGH RISK!,0,1.0683975454545456,1.06885,1.06903,1.06862,,,1.0
37,2024-06-23 19:05:00,FX:EURUSD,1.06856,1.06866,1.06853,1.06865,411.0,2024-06-24 00:05:00,2024-06-24 02:05:00,1.06918,1.06848,1.06949,1.06848,0.0,,,,,0,0,0,0.0001600505298351974,16.03773584905937,,,-0.02058248430584514,-71.69811320756693,-0.019146489641304623,1.069651701409369,1.068580298590631,1.06866,1.08897,1.08896,S/R AREA,0,1.0684503636363636,1.06884,1.06902,1.0686,,-0.00069,1.0
38,2024-06-23 19:10:00,FX:EURUSD,1.06865,1.06868,1.0685,1.0685,307.0,2024-06-24 00:10:00,2024-06-24 02:10:00,1.06922,1.06848,1.06937,1.06848,0.0,,,,,0,0,0,0.00016404042386817172,1.8867924528218887,,,-0.02713348740163189,-71.69811320756693,-0.022989848263979536,1.0696790039748818,1.0684839960251178,1.06868,1.088965,1.08896,HIGH RISK!,0,1.068418,1.06885,1.06902,1.06855,,,1.0
39,2024-06-23 19:15:00,FX:EURUSD,1.0685,1.06886,1.06849,1.06879,394.0,2024-06-24 00:15:00,2024-06-24 02:15:00,1.06922,1.06848,1.06937,1.06848,0.0,,,,,0,0,0,0.0002052323390945337,29.245283018854487,,,0.0018713100105643852,-71.69811320756693,-0.0033827270834165812,1.0696707232540323,1.0684532767459676,1.06886,1.088965,1.08896,SAFE TRADE,0,,1.06886,1.06903,1.06857,,,1.0
40,2024-06-23 19:20:00,FX:EURUSD,1.06879,1.06881,1.06869,1.06874,385.0,2024-06-24 00:20:00,2024-06-24 02:20:00,1.06927,1.06848,1.06937,1.06848,0.0,,,,,0,0,0,0.00018818587127565097,24.52830188678929,,,0.01684509994759948,-71.69811320756693,-0.005649480357207803,1.0696492023670037,1.0684197976329965,1.06881,1.088975,1.08896,S/R AREA,0,,1.06888,1.06905,1.06858,,,
41,2024-06-23 19:25:00,FX:EURUSD,1.06874,1.06887,1.06873,1.06886,387.0,2024-06-24 00:25:00,2024-06-24 02:25:00,1.06937,1.06848,1.06937,1.06836,0.0,,,,,0,0,0,0.00017854869702052658,35.84905660376252,,,0.01965096149345636,-37.73584905660535,0.0017918739795305264,1.0696204899176114,1.0684055100823882,1.06887,1.0890650000000002,1.08894,SAFE TRADE,0,,1.06891,1.06907,1.06861,,,
42,2024-06-23 19:30:00,FX:EURUSD,1.06886,1.06907,1.06885,1.06905,303.0,2024-06-24 00:30:00,2024-06-24 02:30:00,1.06937,1.06848,1.06937,1.06836,0.0,,,,,0,0,0,0.00018683895761639866,53.77358490566473,,,0.05147402901263926,-77.35849056605355,0.009760177696746272,1.0696036465625682,1.068404353437432,1.06907,1.08903,1.0889,SAFE TRADE,2,1.069167909090909,1.06893,1.0691,1.06864,,,
43,2024-06-23 19:35:00,FX:EURUSD,1.06905,1.06918,1.06904,1.06912,339.0,2024-06-24 00:35:00,2024-06-24 02:35:00,1.06937,1.06848,1.06937,1.06836,0.0,,,,,0,0,0,0.00017747116609312472,60.37735849057276,,,0.030876037388089667,-67.39130434784707,0.011755866597211792,1.0695701631144285,1.0684128368855716,1.06918,1.088975,1.08888,SAFE TRADE,2,1.0692734545454545,1.06895,1.06914,1.06867,,,
44,2024-06-23 19:40:00,FX:EURUSD,1.06912,1.06922,1.0691,1.06914,414.0,2024-06-24 00:40:00,2024-06-24 02:40:00,1.06937,1.06849,1.06937,1.06836,0.0,,,,,0,0,0,0.00016597693287452377,62.26415094339465,,,0.037427250781289736,-39.999999999988894,0.011259314226176154,1.069522513736091,1.0684304862639094,1.06922,1.0889950000000002,1.08894,SAFE TRADE,2,1.0693075454545455,1.06897,1.06917,1.06869,,,
45,2024-06-23 19:45:00,FX:EURUSD,1.06914,1.06918,1.06908,1.06916,487.0,2024-06-24 00:45:00,2024-06-24 02:45:00,1.06937,1.06836,1.06937,1.06836,0.0,,,,,0,0,0,0.00015278154629961682,65.38461538462113,,,0.028067286641860395,-57.49999999999445,0.011042269336731534,1.0694583977851224,1.0684606022148777,1.06918,1.089,1.08894,SAFE TRADE,2,1.0692598181818183,1.06898,1.0692,1.06871,,,
46,2024-06-23 19:50:00,FX:EURUSD,1.06916,1.06927,1.06904,1.06926,551.0,2024-06-24 00:50:00,2024-06-24 02:50:00,1.06937,1.06836,1.06937,1.06836,0.0,,,,,0,0,0,0.00016822523703968395,77.22772277228093,,,0.01964360881156573,-57.49999999999445,0.017336230860054733,1.0694225888039384,1.0684794111960616,1.06927,1.088995,1.08896,S/R AREA,2,1.069354,1.06898,1.06924,1.06872,,,2.0
47,2024-06-23 19:55:00,FX:EURUSD,1.06926,1.06937,1.06916,1.06917,609.0,2024-06-24 00:55:00,2024-06-24 02:55:00,1.06937,1.06836,1.06937,1.06836,0.0,1.06937,,1.06937,,2,2,2,0.00017658018963171145,77.52808988763877,,,0.004676743489962162,-57.49999999999445,0.007029626451462826,1.0693978898544803,1.06849011014552,1.06937,1.08901,1.08894,S/R AREA,2,1.0694571818181817,1.06898,1.06925,1.06873,2.13841,,2.0
48,2024-06-23 20:00:00,FX:EURUSD,1.06917,1.06927,1.0691,1.06921,530.0,2024-06-24 01:00:00,2024-06-24 03:00:00,1.06937,1.06836,1.06937,1.06836,0.0,,,,,0,0,0,0.00017526415170536985,82.02247191011601,,,0.006547318405448724,-30.000000000033307,0.009053965529828309,1.0693786316640097,1.06849936833599,1.06927,1.089095,1.08898,S/R AREA,0,,1.06898,1.06927,1.06873,,,
49,2024-06-23 20:05:00,FX:EURUSD,1.06921,1.06922,1.06901,1.06904,602.0,2024-06-24 01:05:00,2024-06-24 03:05:00,1.06937,1.06836,1.06937,1.06836,0.00016539999999999556,,,,,0,0,0,0.00018221132136430457,62.92134831460646,,,-0.011223764450607953,-35.000000000011106,-0.00685945811729032,1.069366592186707,1.068501407813293,1.06922,1.0891199999999999,1.08907,SAFE TRADE,0,,1.06896,1.06925,1.06872,,,
50,2024-06-23 20:10:00,FX:EURUSD,1.06904,1.06906,1.06869,1.06877,960.0,2024-06-24 01:10:00,2024-06-24 03:10:00,1.06937,1.06836,1.06937,1.06836,0.0001694919999999953,,,,,0,0,0,0.00021976905709143995,32.584269662916306,,,-0.04582608533005082,-72.72727272729108,-0.04290810695767638,1.0693536647152868,1.0684853352847132,1.06906,1.0890300000000002,1.08894,SAFE TRADE,1,1.068582909090909,1.06895,1.06923,1.06869,,,
51,2024-06-23 20:15:00,FX:EURUSD,1.06877,1.06877,1.06836,1.06861,1365.0,2024-06-24 01:15:00,2024-06-24 03:15:00,1.06937,1.06836,1.06937,1.06836,0.00017430215999999582,,1.06818569784,,1.06827284892,1,1,1,0.00025781524567315624,24.75247524753411,,,-0.052377077546123994,-51.51515151516171,-0.06797837739228194,1.0693525925319756,1.0684474074680244,1.06877,1.08906,1.08895,S/R AREA,1,1.068233,1.06893,1.06921,1.06863,,,1.0
52,2024-06-23 20:20:00,FX:EURUSD,1.06861,1.06886,1.06855,1.06877,880.0,2024-06-24 01:20:00,2024-06-24 03:20:00,1.06937,1.06836,1.06937,1.06836,0.00017701611679999212,,,,,0,0,0,0.00026825219653848706,40.59405940594451,,,-0.04115187848972568,-21.212121212129368,-0.03815289490767804,1.0693471435009962,1.068435856499004,1.06886,1.08907,1.08895,SAFE TRADE,0,,1.06892,1.06919,1.06862,,,1.0
53,2024-06-23 20:25:00,FX:EURUSD,1.06877,1.06888,1.06872,1.06879,597.0,2024-06-24 01:25:00,2024-06-24 03:25:00,1.06937,1.06836,1.06937,1.06836,0.00017667579446399548,,,,,0,0,0,0.00024660175723082166,42.57425742573757,,,-0.023385467335187034,-7.31707317077926,-0.030996767063731796,1.0693452280852214,1.068429771914779,1.06888,1.089215,1.08914,SAFE TRADE,0,,1.06891,1.06917,1.06861,,-0.00027,
54,2024-06-23 20:30:00,FX:EURUSD,1.06879,1.0688,1.06851,1.06869,793.0,2024-06-24 01:30:00,2024-06-24 03:30:00,1.06937,1.06836,1.06937,1.06836,0.0001789422785747136,,,,,0,0,0,0.0002552814057846376,32.67326732672832,,,-0.007485240042299092,-12.195121951244609,-0.03789722891176887,1.0693465204736865,1.0684184795263139,1.0688,1.08925,1.08921,SAFE TRADE,0,,1.06891,1.06917,1.06859,,,
55,2024-06-23 20:35:00,FX:EURUSD,1.06869,1.06888,1.0686,1.06883,584.0,2024-06-24 01:35:00,2024-06-24 03:35:00,1.06927,1.06836,1.06937,1.06836,0.0001809634330032205,,,,,0,0,0,0.00026022512462772166,46.53465346534566,,,0.020587492162705473,-17.073170731709958,-0.02080333906722804,1.0693473430469327,1.0684236569530672,1.06888,1.08924,1.0892,SAFE TRADE,0,,1.06892,1.06917,1.0686,,,
56,2024-06-23 20:40:00,FX:EURUSD,1.06883,1.06898,1.06881,1.06896,685.0,2024-06-24 01:40:00,2024-06-24 03:40:00,1.06922,1.06836,1.06937,1.06836,0.00018074416434315615,,,,,0,0,0,0.00024218009970217803,59.40594059405549,,,0.017777445100434375,-85.3658536585498,-0.0051100049147704656,1.069343243075331,1.0684677569246692,1.06898,1.08907,1.08892,SAFE TRADE,0,,1.06893,1.06917,1.06862,,,
57,2024-06-23 20:45:00,FX:EURUSD,1.06896,1.06904,1.06891,1.06892,628.0,2024-06-24 01:45:00,2024-06-24 03:45:00,1.06913,1.06836,1.06937,1.06836,0.0001797292810562923,,,,,0,0,0,0.00021974407976173513,55.44554455446938,,,0.012163287455925442,-97.87234042551884,-0.007968575641215496,1.0693407534824988,1.068497246517501,1.06904,1.08889,1.08882,SAFE TRADE,0,,1.06894,1.06918,1.06865,,,
58,2024-06-23 20:50:00,FX:EURUSD,1.06892,1.06899,1.06891,1.06898,608.0,2024-06-24 01:50:00,2024-06-24 03:50:00,1.06917,1.06836,1.06934,1.06836,0.00017773469543516803,,,,,0,0,0,0.0001917952638094041,61.38613861387053,,,0.02713602635002887,-59.999999999973355,-0.0016187791210462849,1.069318771206986,1.068567228793014,1.06899,1.08907,1.08882,SAFE TRADE,0,,1.06896,1.06919,1.06867,,,
59,2024-06-23 20:55:00,FX:EURUSD,1.06898,1.0691,1.06895,1.06908,631.0,2024-06-24 01:55:00,2024-06-24 03:55:00,1.06931,1.06851,1.06934,1.06836,0.00017718000152646212,,,,,0,0,0,0.00018343621104749777,71.28712871287978,,,0.023390062030452317,-44.000000000007105,0.007626760753387905,1.0693309099623736,1.0685840900376264,1.0691,1.089055,1.08894,SAFE TRADE,2,1.069194,1.06898,1.06921,1.0687,,,
60,2024-06-23 21:00:00,FX:EURUSD,1.06908,1.06909,1.0689,1.06909,660.0,2024-06-24 02:00:00,2024-06-24 04:00:00,1.06934,1.06851,1.06934,1.06836,0.00017743640149593556,,,,,0,0,0,0.00018474896883802512,72.2772277227873,,0.08363509365292046,0.012161353090872018,-69.99999999999112,0.007480080645767238,1.0693386756796923,1.0686113243203077,1.06909,1.08908,1.08895,SAFE TRADE,2,1.069179909090909,1.069,1.06923,1.06872,,,
61,2024-06-23 21:05:00,FX:EURUSD,1.06909,1.06913,1.06897,1.06905,447.0,2024-06-24 02:05:00,2024-06-24 04:05:00,1.06934,1.06851,1.06934,1.06836,0.0001770876734660156,,,,,0,0,0,0.00017979917507040768,68.3168316831792,,0.03674916855005751,0.01216180818021587,-91.99999999999467,0.0038572119820836502,1.0693455803234737,1.0686234196765267,1.06913,1.0889099999999998,1.08882,SAFE TRADE,2,1.0692147272727273,1.06902,1.06924,1.06875,,,
62,2024-06-23 21:10:00,FX:EURUSD,1.06905,1.06908,1.06895,1.06901,446.0,2024-06-24 02:10:00,2024-06-24 04:10:00,1.06934,1.0686,1.06934,1.06851,0.00017614591999669458,,,,,0,0,0,0.00016983934005631885,64.3564356435711,,0.03766997427416588,0.0028064135905231614,-100.0,0.0007576102703548658,1.0693425486078292,1.0686224513921712,1.06908,1.0888550000000001,1.08881,SAFE TRADE,0,,1.06903,1.06925,1.06877,,,
63,2024-06-23 21:15:00,FX:EURUSD,1.06901,1.06903,1.06893,1.06896,383.0,2024-06-24 02:15:00,2024-06-24 04:15:00,1.06934,1.06879,1.06934,1.06851,0.00017462300159676046,,,,,0,0,0,0.00015587147204505287,59.40594059405549,,0.033074859431839694,-0.011224604332708497,-98.11320754715796,-0.002086334053987317,1.0693290405477511,1.0686199594522487,1.06903,1.088825,1.08879,SAFE TRADE,0,,1.06904,1.06926,1.06878,,,
