,datetime,symbol,open,high,low,close,volume,ema_fast,ema_slow,rsi,bulls_power,bears_power,bb_upper,bb_lower,SuperArrowSignal
5503,2024-07-18 18:35:00,FX:EURUSD,1.08993,1.09001,1.08993,1.09,214.0,1.0899493956179203,1.0899042924596614,58.010445255200594,9.774832154074709e-05,1.7748321540889123e-05,1.0899428598852972,1.0898591401147029,0
5504,2024-07-18 18:40:00,FX:EURUSD,1.09,1.09013,1.08998,1.09007,261.0,1.0899895970786135,1.0899297859274057,61.11445356580578,0.00021156211285289217,6.156211285279767e-05,1.089962846698937,1.0898651533010626,0
5505,2024-07-18 18:45:00,FX:EURUSD,1.09007,1.09016,1.09005,1.09014,403.0,1.0900397313857426,1.0899621265539587,64.0163096354045,0.00023287340254496414,0.00012287340254490964,1.0900040599640133,1.089903940035987,0
5506,2024-07-18 18:50:00,FX:EURUSD,1.09014,1.09017,1.09009,1.09013,360.0,1.0900698209238286,1.0899879532379653,63.28036162609438,0.0002349175828373351,0.0001549175828372551,1.090036087684132,1.0899419123158678,2
5507,2024-07-18 18:55:00,FX:EURUSD,1.09013,1.09016,1.09002,1.09003,283.0,1.0900565472825525,1.089994421970586,56.2285320684616,0.0002211953246866738,8.119532468664481e-05,1.090046467020981,1.089955532979019,0
5508,2024-07-18 19:00:00,FX:EURUSD,1.09003,1.09003,1.08962,1.08966,871.0,1.089924364855035,1.0899429724366496,38.78354525570658,0.00010212884136562295,-0.0003078711586343985,1.090039609401666,1.089902390598334,0
5509,2024-07-18 19:05:00,FX:EURUSD,1.08966,1.08986,1.08955,1.0896,900.0,1.08981624323669,1.0898902074463959,36.76566930890894,-5.5013466139008926e-05,-0.0003650134661390414,1.090031812299805,1.0898561877001955,0
5510,2024-07-18 19:10:00,FX:EURUSD,1.0896,1.08969,1.08939,1.08947,799.0,1.08970082882446,1.0898255601469504,32.7394370194321,-0.00020756195766313823,-0.0005075619576631052,1.0900170973032264,1.0897909026967736,0
5511,2024-07-18 19:15:00,FX:EURUSD,1.08947,1.08961,1.0893,1.08931,672.0,1.08957055254964,1.0897462432012657,28.54265923177195,-0.0002645203122646489,-0.0005745203122646814,1.0899757956275675,1.0896922043724329,0
5512,2024-07-18 19:20:00,FX:EURUSD,1.08931,1.08962,1.0893,1.08952,524.0,1.08955370169976,1.0897114365549172,39.62410061984649,-0.00024061755492077452,-0.0005606175549208725,1.0899410548884612,1.0896449451115384,0
5513,2024-07-18 19:25:00,FX:EURUSD,1.08952,1.08963,1.08948,1.08953,406.0,1.0895458011331733,1.089683523238776,40.106600967122404,-0.0002176521606100934,-0.0003676521606101879,1.0898944115898352,1.089597588410165,0
5514,2024-07-18 19:30:00,FX:EURUSD,1.08953,1.0897,1.08951,1.08969,335.0,1.0895938674221157,1.0896845196635798,47.438408669796566,-0.0001414697229393802,-0.00033146972293929267,1.089846271472103,1.0895697285278974,0
5515,2024-07-18 19:35:00,FX:EURUSD,1.08969,1.08971,1.08946,1.08948,438.0,1.089555911614744,1.0896530550999521,40.36366691214257,-0.000117294439686777,-0.00036729443968663844,1.0897630950040156,1.0895209049959844,0
5516,2024-07-18 19:40:00,FX:EURUSD,1.08948,1.08957,1.08942,1.08946,347.0,1.089523941076496,1.0896233543153442,39.74779166941308,-0.0002428907361697874,-0.00039289073616965986,1.0896667401220717,1.0894832598779287,0
5517,2024-07-18 19:45:00,FX:EURUSD,1.08946,1.0895,1.08942,1.08942,532.0,1.0894892940509975,1.0895920690360605,38.467198309100944,-0.00029748325632006356,-0.0003774832563199215,1.0895679536838205,1.0894600463161797,0
5518,2024-07-18 19:50:00,FX:EURUSD,1.08942,1.08944,1.08909,1.08914,647.0,1.0893728627006651,1.0895225199535896,30.871852771224454,-0.00033169959920953396,-0.0006816995992096064,1.0895341040914086,1.0893898959085913,0
5519,2024-07-18 19:55:00,FX:EURUSD,1.08914,1.08931,1.08907,1.08921,683.0,1.0893185751337768,1.0894744399607297,34.40418606424471,-0.0004396721639465806,-0.0006796721639465986,1.089500008116442,1.089345991883558,0
5520,2024-07-18 20:00:00,FX:EURUSD,1.08921,1.08947,1.08908,1.08913,944.0,1.0892557167558512,1.0894214491975405,32.343667511188954,-0.00025537129477215537,-0.0006453712947720458,1.0894769332132817,1.0893010667867187,0
5521,2024-07-18 20:05:00,FX:EURUSD,1.08913,1.08929,1.08899,1.08915,811.0,1.0892204778372343,1.0893796877825344,33.431008571488576,-0.00041280771458485077,-0.0007128077145850398,1.0894675528952389,1.089278447104761,0
5522,2024-07-18 20:10:00,FX:EURUSD,1.08915,1.08925,1.08909,1.08912,724.0,1.0891869852248228,1.0893397358159906,32.574340101688236,-0.00042995251009125823,-0.0005899525100914182,1.0894309808654694,1.0892350191345308,0
5523,2024-07-18 20:15:00,FX:EURUSD,1.08912,1.08912,1.089,1.0891,665.0,1.0891579901498818,1.0893028533827613,31.978380162986596,-0.0005372092744013734,-0.0006572092744014935,1.0893875961064703,1.0891924038935294,0
5524,2024-07-18 20:20:00,FX:EURUSD,1.0891,1.08923,1.0891,1.08915,439.0,1.0891553267665879,1.0892793374777212,35.21111806636344,-0.0004073187146211854,-0.0005373187146211489,1.0893087048829055,1.0891632951170946,0
5525,2024-07-18 20:25:00,FX:EURUSD,1.08915,1.08918,1.089,1.08901,564.0,1.0891068845110587,1.0892379009426874,30.74756371127897,-0.00043271798071442547,-0.0006127179807144945,1.0892562476765277,1.0891217523234722,0
5526,2024-07-18 20:30:00,FX:EURUSD,1.08901,1.08913,1.0889,1.0889,647.0,1.0890379230073726,1.089185916182274,27.73408539353413,-0.0004547682559807864,-0.0006847682559807389,1.089196168425645,1.0890698315743548,0
5527,2024-07-18 20:35:00,FX:EURUSD,1.0889,1.089,1.08889,1.08899,460.0,1.0890219486715818,1.089155775231155,33.547201792532164,-0.00056144401064806,-0.0006714440106481145,1.0891344971909063,1.0890455028090935,0
5528,2024-07-18 20:40:00,FX:EURUSD,1.08899,1.08901,1.08881,1.0889,562.0,1.088981299114388,1.0891164251955927,30.840814671594572,-0.0005255050298382802,-0.0007255050298382582,1.0891177300686121,1.089014269931388,0
5529,2024-07-18 20:45:00,FX:EURUSD,1.0889,1.08894,1.08862,1.08873,544.0,1.0888975327429253,1.0890569751655015,26.444715431822175,-0.0005639165972957105,-0.0008839165972958085,1.089084362640082,1.0889516373599177,0
5530,2024-07-18 20:50:00,FX:EURUSD,1.08873,1.08882,1.0887,1.08881,565.0,1.0888683551619502,1.0890189789861935,31.460212989664683,-0.000656704181715595,-0.0007767041817154929,1.0890561141925628,1.0889158858074373,0
