datetime,symbol,open,high,low,close,volume,HighArrow,LowArrow,UTC,GMT
2024-06-30 18:45:00,FX:EURUSD,1.07366,1.07372,1.0734,1.0735,764.0,,,2024-06-30 23:45:00,2024-07-01 01:45:00
2024-06-30 18:30:00,FX:EURUSD,1.07364,1.07369,1.07359,1.07366,421.0,,,2024-06-30 23:30:00,2024-07-01 01:30:00
2024-06-30 18:15:00,FX:EURUSD,1.0739,1.07396,1.07363,1.07364,828.0,,,2024-06-30 23:15:00,2024-07-01 01:15:00
2024-06-30 18:00:00,FX:EURUSD,1.07369,1.07391,1.07369,1.0739,1020.0,,,2024-06-30 23:00:00,2024-07-01 01:00:00
2024-06-30 17:45:00,FX:EURUSD,1.07354,1.07372,1.07348,1.07369,525.0,,,2024-06-30 22:45:00,2024-07-01 00:45:00
2024-06-30 17:30:00,FX:EURUSD,1.07381,1.07382,1.07349,1.07354,696.0,,,2024-06-30 22:30:00,2024-07-01 00:30:00
2024-06-30 17:15:00,FX:EURUSD,1.07352,1.07389,1.07329,1.07381,824.0,,,2024-06-30 22:15:00,2024-07-01 00:15:00
2024-06-30 17:00:00,FX:EURUSD,1.07379,1.07411,1.07322,1.07352,1535.0,,,2024-06-30 22:00:00,2024-07-01 00:00:00
2024-06-30 16:45:00,FX:EURUSD,1.07377,1.07391,1.07357,1.07379,694.0,,,2024-06-30 21:45:00,2024-06-30 23:45:00
2024-06-30 16:30:00,FX:EURUSD,1.07372,1.074,1.07351,1.07377,874.0,,,2024-06-30 21:30:00,2024-06-30 23:30:00
2024-06-30 16:15:00,FX:EURUSD,1.07421,1.07429,1.07338,1.07372,363.0,,,2024-06-30 21:15:00,2024-06-30 23:15:00
2024-06-30 16:00:00,FX:EURUSD,1.07432,1.07448,1.07386,1.07421,231.0,1.07468,,2024-06-30 21:00:00,2024-06-30 23:00:00
2024-06-28 15:45:00,FX:EURUSD,1.0712,1.07137,1.07107,1.07108,1070.0,,,2024-06-28 20:45:00,2024-06-28 22:45:00
2024-06-28 15:30:00,FX:EURUSD,1.07101,1.07124,1.07097,1.0712,473.0,,,2024-06-28 20:30:00,2024-06-28 22:30:00
2024-06-28 15:15:00,FX:EURUSD,1.07102,1.07116,1.07083,1.07101,366.0,,,2024-06-28 20:15:00,2024-06-28 22:15:00
2024-06-28 15:00:00,FX:EURUSD,1.0711,1.0711,1.07078,1.07102,645.0,,,2024-06-28 20:00:00,2024-06-28 22:00:00
2024-06-28 14:45:00,FX:EURUSD,1.07096,1.07125,1.07092,1.0711,1583.0,,,2024-06-28 19:45:00,2024-06-28 21:45:00
2024-06-28 14:30:00,FX:EURUSD,1.07088,1.07099,1.0706,1.07096,1507.0,,1.0704,2024-06-28 19:30:00,2024-06-28 21:30:00
2024-06-28 14:15:00,FX:EURUSD,1.07118,1.07119,1.07087,1.07088,1088.0,,,2024-06-28 19:15:00,2024-06-28 21:15:00
2024-06-28 14:00:00,FX:EURUSD,1.07116,1.07124,1.07091,1.07118,1476.0,,,2024-06-28 19:00:00,2024-06-28 21:00:00
2024-06-28 13:45:00,FX:EURUSD,1.07143,1.07149,1.07109,1.07116,2543.0,,,2024-06-28 18:45:00,2024-06-28 20:45:00
2024-06-28 13:30:00,FX:EURUSD,1.07149,1.07167,1.07136,1.07143,2088.0,,,2024-06-28 18:30:00,2024-06-28 20:30:00
2024-06-28 13:15:00,FX:EURUSD,1.07179,1.07184,1.07146,1.07149,1736.0,,,2024-06-28 18:15:00,2024-06-28 20:15:00
2024-06-28 13:00:00,FX:EURUSD,1.07143,1.07182,1.07134,1.07179,1950.0,,,2024-06-28 18:00:00,2024-06-28 20:00:00
2024-06-28 12:45:00,FX:EURUSD,1.07155,1.07157,1.07137,1.07143,1820.0,,,2024-06-28 17:45:00,2024-06-28 19:45:00
2024-06-28 12:30:00,FX:EURUSD,1.07184,1.07184,1.07143,1.07155,1857.0,,,2024-06-28 17:30:00,2024-06-28 19:30:00
2024-06-28 12:15:00,FX:EURUSD,1.07219,1.07247,1.07182,1.07184,1684.0,1.07267,,2024-06-28 17:15:00,2024-06-28 19:15:00
2024-06-28 12:00:00,FX:EURUSD,1.07159,1.07223,1.07148,1.07219,2103.0,,,2024-06-28 17:00:00,2024-06-28 19:00:00
2024-06-28 11:45:00,FX:EURUSD,1.0716,1.07174,1.07142,1.07159,2111.0,,,2024-06-28 16:45:00,2024-06-28 18:45:00
2024-06-28 11:30:00,FX:EURUSD,1.07196,1.07216,1.07135,1.0716,2514.0,,,2024-06-28 16:30:00,2024-06-28 18:30:00
