,datetime,symbol,open,high,low,close,volume,UTC,GMT,ema_fast,ema_slow,rsi,bulls_power,bears_power,bb_upper,bb_lower,SuperArrowSignal
0,2024-04-30 16:00:00,FX:EURUSD,1.06654,1.06719,1.06631,1.06716,254.0,2024-04-30 21:00:00,2024-04-30 23:00:00,,,,,,,,0
1,2024-04-30 16:15:00,FX:EURUSD,1.06716,1.06723,1.06669,1.06674,223.0,2024-04-30 21:15:00,2024-04-30 23:15:00,,,,,,,,0
2,2024-04-30 16:30:00,FX:EURUSD,1.06674,1.06703,1.0667,1.06673,177.0,2024-04-30 21:30:00,2024-04-30 23:30:00,,,,,,,,0
3,2024-04-30 16:45:00,FX:EURUSD,1.06673,1.06695,1.06673,1.06681,248.0,2024-04-30 21:45:00,2024-04-30 23:45:00,,,,,,,,0
4,2024-04-30 17:00:00,FX:EURUSD,1.06681,1.06697,1.06667,1.06675,302.0,2024-04-30 22:00:00,2024-05-01 00:00:00,1.0668403703703704,,,,,,,0
5,2024-04-30 17:15:00,FX:EURUSD,1.06675,1.06678,1.06667,1.06667,265.0,2024-04-30 22:15:00,2024-05-01 00:15:00,1.0667835802469137,,,,,,,0
6,2024-04-30 17:30:00,FX:EURUSD,1.06667,1.06688,1.06666,1.06684,262.0,2024-04-30 22:30:00,2024-05-01 00:30:00,1.066802386831276,,,,,,,0
7,2024-04-30 17:45:00,FX:EURUSD,1.06684,1.06684,1.06658,1.06676,516.0,2024-04-30 22:45:00,2024-05-01 00:45:00,1.0667882578875174,,,,,,,0
8,2024-04-30 18:00:00,FX:EURUSD,1.06676,1.06676,1.06655,1.06664,417.0,2024-04-30 23:00:00,2024-05-01 01:00:00,1.0667388385916783,,,,,,,0
9,2024-04-30 18:15:00,FX:EURUSD,1.06664,1.06673,1.06658,1.06663,411.0,2024-04-30 23:15:00,2024-05-01 01:15:00,1.066702559061119,,,,,1.0668451127589267,1.0667008872410733,0
10,2024-04-30 18:30:00,FX:EURUSD,1.06663,1.0667,1.06655,1.06669,584.0,2024-04-30 23:30:00,2024-05-01 01:30:00,1.0666983727074126,,,,,1.0667588024389338,1.0666931975610663,0
11,2024-04-30 18:45:00,FX:EURUSD,1.06669,1.06676,1.06653,1.06659,653.0,2024-04-30 23:45:00,2024-05-01 01:45:00,1.0666622484716084,1.0667631047765702,28.34830959180131,,,1.0667494350100821,1.0666725649899178,0
12,2024-04-30 19:00:00,FX:EURUSD,1.06659,1.06672,1.06637,1.06644,980.0,2024-05-01 00:00:00,2024-05-01 02:00:00,1.066588165647739,1.0667133963494055,23.115404230759353,,,1.0667376237359407,1.066626376264059,0
13,2024-04-30 19:15:00,FX:EURUSD,1.06644,1.0665,1.06579,1.06605,1212.0,2024-05-01 00:15:00,2024-05-01 02:15:00,1.0664087770984927,1.066611335372574,15.17183442051764,,,1.066711952819689,1.066500047180311,0
14,2024-04-30 19:30:00,FX:EURUSD,1.06605,1.06618,1.06601,1.0661,841.0,2024-05-01 00:30:00,2024-05-01 02:30:00,1.0663058513989951,1.0665326683921779,19.061936447732023,,,1.0666676974743239,1.0664143025256765,0
15,2024-04-30 19:45:00,FX:EURUSD,1.0661,1.06623,1.06591,1.06616,1112.0,2024-05-01 00:45:00,2024-05-01 02:45:00,1.0662572342659968,1.0664753347933813,23.645720076714923,,,1.0666264367985552,1.0663535632014447,0
16,2024-04-30 20:00:00,FX:EURUSD,1.06616,1.06633,1.06615,1.06624,800.0,2024-05-01 01:00:00,2024-05-01 03:00:00,1.0662514895106647,1.0664391294405535,29.45676173670975,,,1.0665573381325448,1.0663026618674551,0
17,2024-04-30 20:15:00,FX:EURUSD,1.06624,1.06626,1.06615,1.06621,457.0,2024-05-01 01:15:00,2024-05-01 03:15:00,1.0662376596737766,1.0664038787573915,28.56733504178429,,,1.0664930942420272,1.0662569057579725,0
18,2024-04-30 20:30:00,FX:EURUSD,1.06621,1.06622,1.0659,1.06605,615.0,2024-05-01 01:30:00,2024-05-01 03:30:00,1.0661751064491845,1.066349435871639,24.298645985720924,,,1.0664341566756474,1.0661978433243526,0
19,2024-04-30 20:45:00,FX:EURUSD,1.06605,1.06626,1.066,1.06606,691.0,2024-05-01 01:45:00,2024-05-01 03:45:00,1.0661367376327897,1.0663049072760022,25.0621208934039,,,1.0663700056304881,1.066147994369512,0
20,2024-04-30 21:00:00,FX:EURUSD,1.06606,1.06606,1.06572,1.06574,650.0,2024-05-01 02:00:00,2024-05-01 04:00:00,1.0660044917551932,1.0662179984643094,18.53610484844434,,,1.066274254251619,1.0660537457483812,0
21,2024-04-30 21:15:00,FX:EURUSD,1.06574,1.06602,1.06574,1.06594,512.0,2024-05-01 02:15:00,2024-05-01 04:15:00,1.0659829945034622,1.0661752294698004,30.818639386960072,,,1.0661874152136235,1.0660105847863763,0
22,2024-04-30 21:30:00,FX:EURUSD,1.06594,1.06595,1.06576,1.06577,656.0,2024-05-01 02:30:00,2024-05-01 04:30:00,1.0659119963356416,1.0661128864744465,27.038461133387017,,,1.0661125853584723,1.0659514146415279,0
23,2024-04-30 21:45:00,FX:EURUSD,1.06577,1.06589,1.06572,1.06587,491.0,2024-05-01 02:45:00,2024-05-01 04:45:00,1.0658979975570944,1.0660755193245315,32.362327119649194,,,1.0660980297566347,1.0659299702433653,0
24,2024-04-30 22:00:00,FX:EURUSD,1.06587,1.0659,1.06571,1.06574,621.0,2024-05-01 03:00:00,2024-05-01 05:00:00,1.0658453317047296,1.0660239009669112,29.327461182140283,,,1.0660698095855565,1.0658861904144432,0
25,2024-04-30 22:15:00,FX:EURUSD,1.06574,1.06582,1.0657,1.06578,570.0,2024-05-01 03:15:00,2024-05-01 05:15:00,1.0658235544698198,1.0659863777412326,31.484191072461172,,,1.0660306642156538,1.0658493357843464,0
26,2024-04-30 22:30:00,FX:EURUSD,1.06578,1.06582,1.0657,1.0657,524.0,2024-05-01 03:30:00,2024-05-01 05:30:00,1.0657823696465467,1.0659423196271969,29.518743396410528,,,1.0659677373843486,1.0658042626156516,0
27,2024-04-30 22:45:00,FX:EURUSD,1.0657,1.0657,1.06557,1.06564,620.0,2024-05-01 03:45:00,2024-05-01 05:45:00,1.0657349130976979,1.0658958089153205,28.08430326966773,,,1.065897972820735,1.0657600271792653,0
28,2024-04-30 23:00:00,FX:EURUSD,1.06564,1.06569,1.06551,1.06554,556.0,2024-05-01 04:00:00,2024-05-01 06:00:00,1.0656699420651319,1.0658410690821942,25.804403789859464,,,1.0658485265907311,1.065707473409269,0
29,2024-04-30 23:15:00,FX:EURUSD,1.06554,1.0656,1.06551,1.0656,409.0,2024-05-01 04:15:00,2024-05-01 06:15:00,1.0656466280434214,1.0658039815310874,29.547968766960864,,,1.0657890000000014,1.0656749999999988,0
30,2024-04-30 23:30:00,FX:EURUSD,1.0656,1.06568,1.06553,1.06554,478.0,2024-05-01 04:30:00,2024-05-01 06:30:00,1.0656110853622809,1.0657633689878432,28.006432997503182,,,1.0657757887137365,1.0656482112862635,0
31,2024-04-30 23:45:00,FX:EURUSD,1.06554,1.06565,1.06549,1.06558,655.0,2024-05-01 04:45:00,2024-05-01 06:45:00,1.065600723574854,1.0657351583743289,30.63817778266619,,,1.0657296749476026,1.0656223250523975,0
32,2024-05-01 00:00:00,FX:EURUSD,1.06558,1.06563,1.0655,1.06558,537.0,2024-05-01 05:00:00,2024-05-01 07:00:00,1.0655938157165694,1.0657112878552013,30.63817778266619,,,1.0657099173884481,1.065604082611552,0
33,2024-05-01 00:15:00,FX:EURUSD,1.06558,1.06563,1.0654,1.06543,470.0,2024-05-01 05:15:00,2024-05-01 07:15:00,1.065539210477713,1.065668012800555,26.340937002106102,,,1.0656627016096334,1.0655632983903665,0
34,2024-05-01 00:30:00,FX:EURUSD,1.06543,1.06568,1.06542,1.0655,786.0,2024-05-01 05:30:00,2024-05-01 07:30:00,1.0655261403184753,1.0656421646773926,31.249959862244694,,,1.0656363524022638,1.065541647597736,0
35,2024-05-01 00:45:00,FX:EURUSD,1.0655,1.06563,1.06546,1.06554,764.0,2024-05-01 05:45:00,2024-05-01 07:45:00,1.065530760212317,1.0656264470347168,33.99225548166736,,,1.0656003022662184,1.0655296977337814,0
36,2024-05-01 01:00:00,FX:EURUSD,1.06554,1.06564,1.06537,1.06554,1594.0,2024-05-01 06:00:00,2024-05-01 08:00:00,1.0655338401415446,1.065613147490914,33.99225548166736,,,1.0655762442654548,1.0655217557345453,0
37,2024-05-01 01:15:00,FX:EURUSD,1.06554,1.06581,1.06548,1.06572,928.0,2024-05-01 06:15:00,2024-05-01 08:15:00,1.0655958934276963,1.0656295863384657,45.61062131298722,,,1.0655923588744187,1.065521641125581,0
38,2024-05-01 01:30:00,FX:EURUSD,1.06572,1.06583,1.0654,1.06549,1114.0,2024-05-01 06:30:00,2024-05-01 08:30:00,1.0655605956184644,1.0656081115171634,36.62460844646801,,,1.0655887287353465,1.0655152712646532,0
39,2024-05-01 01:45:00,FX:EURUSD,1.06549,1.0655,1.06494,1.06517,1713.0,2024-05-01 06:45:00,2024-05-01 08:45:00,1.0654303970789762,1.065540709745292,28.193857628520092,,,1.065575912255979,1.0654420877440212,0
40,2024-05-01 02:00:00,FX:EURUSD,1.06517,1.0659,1.06515,1.0659,2245.0,2024-05-01 07:00:00,2024-05-01 09:00:00,1.0655869313859843,1.0655959851690933,54.34700571697691,,,1.0656341697818776,1.0654558302181218,0
41,2024-05-01 02:15:00,FX:EURUSD,1.0659,1.06617,1.06581,1.0659,1564.0,2024-05-01 07:15:00,2024-05-01 09:15:00,1.0656912875906563,1.0656427566815405,54.34700571697691,,,1.0656809963941691,1.0654730036058309,0
42,2024-05-01 02:30:00,FX:EURUSD,1.0659,1.0661,1.06582,1.06602,1370.0,2024-05-01 07:30:00,2024-05-01 09:30:00,1.065800858393771,1.0657007941151497,57.383520860948686,,,1.0657444392563171,1.0654975607436827,0
43,2024-05-01 02:45:00,FX:EURUSD,1.06602,1.06618,1.06588,1.0661,1306.0,2024-05-01 07:45:00,2024-05-01 09:45:00,1.0659005722625141,1.0657622104051268,59.34989069757746,,,1.0658256190393811,1.0655503809606193,0
44,2024-05-01 03:00:00,FX:EURUSD,1.0661,1.06647,1.06609,1.0664,1282.0,2024-05-01 08:00:00,2024-05-01 10:00:00,1.0660670481750094,1.065860331881261,65.80458082129573,,,1.065947422548677,1.0656085774513233,0
45,2024-05-01 03:15:00,FX:EURUSD,1.0664,1.06674,1.06631,1.0667,1098.0,2024-05-01 08:15:00,2024-05-01 10:15:00,1.066278032116673,1.0659895115918363,70.8534032173238,,,1.0661065464655082,1.0656814535344916,0
46,2024-05-01 03:30:00,FX:EURUSD,1.0667,1.06704,1.06649,1.0666,1597.0,2024-05-01 08:30:00,2024-05-01 10:30:00,1.0663853547444486,1.0660834328853999,67.24315115148772,,,1.066227365344765,1.0657726346552352,0
47,2024-05-01 03:45:00,FX:EURUSD,1.0666,1.06694,1.06645,1.06693,1145.0,2024-05-01 08:45:00,2024-05-01 10:45:00,1.0665669031629657,1.0662136739799537,72.32050541636677,,,1.0663811869520174,1.0658608130479827,0
48,2024-05-01 04:00:00,FX:EURUSD,1.06693,1.06707,1.06678,1.06688,1392.0,2024-05-01 09:00:00,2024-05-01 11:00:00,1.0666712687753104,1.0663161856753454,70.51393486950954,,,1.0665194513441862,1.0660005486558137,0
49,2024-05-01 04:15:00,FX:EURUSD,1.06688,1.06721,1.06683,1.06704,1192.0,2024-05-01 09:15:00,2024-05-01 11:15:00,1.0667941791835402,1.0664275417252922,72.87897298062194,0.0009668202166797091,0.0005868202166796621,1.0666569529709244,1.0662370470290754,0
50,2024-05-01 04:30:00,FX:EURUSD,1.06704,1.06733,1.06697,1.06723,1325.0,2024-05-01 09:30:00,2024-05-01 11:30:00,1.0669394527890268,1.066550996844478,75.43177578950264,0.0010481213846529336,0.0006881213846530176,1.066797956417662,1.0663620435823382,0
51,2024-05-01 04:45:00,FX:EURUSD,1.06723,1.06723,1.06689,1.06698,1427.0,2024-05-01 09:45:00,2024-05-01 11:45:00,1.066952968526018,1.0666169973299429,66.45329922079557,0.0009207440754508411,0.0005807440754508342,1.0668804292077618,1.066495570792238,0
52,2024-05-01 05:00:00,FX:EURUSD,1.06698,1.067,1.06666,1.06677,1374.0,2024-05-01 10:00:00,2024-05-01 12:00:00,1.0668919790173454,1.0666405362022593,59.91789144477941,0.000672675680335022,0.00033267568033501504,1.066919956204082,1.0666060437959177,0
53,2024-05-01 05:15:00,FX:EURUSD,1.06677,1.06703,1.06673,1.06698,1163.0,2024-05-01 10:15:00,2024-05-01 12:15:00,1.066921319344897,1.0666927614019117,63.80149862297402,0.0006770805556159942,0.00037708055561602727,1.0669645220242943,1.0667374779757057,0
54,2024-05-01 05:30:00,FX:EURUSD,1.06698,1.06732,1.06697,1.06716,1472.0,2024-05-01 10:30:00,2024-05-01 12:30:00,1.0670008795632646,1.066764644263156,66.80862544733161,0.0009354303377486772,0.0005854303377486048,1.067020516041404,1.066833483958596,0
55,2024-05-01 05:45:00,FX:EURUSD,1.06716,1.06717,1.0668,1.06689,1213.0,2024-05-01 10:45:00,2024-05-01 12:45:00,1.0669639197088432,1.0667839297611321,58.813618042338405,0.0007656095401897822,0.00039560954018980077,1.0670320290648554,1.066859970935145,0
56,2024-05-01 06:00:00,FX:EURUSD,1.06689,1.06714,1.0667,1.06704,1181.0,2024-05-01 11:00:00,2024-05-01 13:00:00,1.0669892798058955,1.0668233251824963,61.59876180564656,0.0007106836758685731,0.0002706836758685771,1.06705438167441,1.0669256183255897,0
57,2024-05-01 06:15:00,FX:EURUSD,1.06704,1.06718,1.06697,1.06707,1173.0,2024-05-01 11:15:00,2024-05-01 13:15:00,1.0670161865372636,1.06686127515442,62.15709949782478,0.0007255588258345824,0.0005155588258345389,1.0670685445582513,1.0669394554417488,0
58,2024-05-01 06:30:00,FX:EURUSD,1.06707,1.06726,1.06699,1.06708,1021.0,2024-05-01 11:30:00,2024-05-01 13:30:00,1.0670374576915092,1.0668949251306632,62.3561271059743,0.0007810271071746477,0.0005110271071746553,1.0670858546683755,1.0669621453316245,0
59,2024-05-01 06:45:00,FX:EURUSD,1.06708,1.06725,1.06698,1.06717,1398.0,2024-05-01 11:45:00,2024-05-01 13:45:00,1.0670816384610062,1.0669372443413305,64.20449522579514,0.0007439280049323926,0.00047392800493240017,1.0671026524942393,1.0669713475057607,0
60,2024-05-01 07:00:00,FX:EURUSD,1.06717,1.0676,1.06716,1.06743,1658.0,2024-05-01 12:00:00,2024-05-01 14:00:00,1.0671977589740043,1.0670130529042028,69.00134790227187,0.0010576955341508043,0.0006176955341508084,1.0671414999999989,1.066972500000001,0
61,2024-05-01 07:15:00,FX:EURUSD,1.06743,1.06799,1.06715,1.06758,3185.0,2024-05-01 12:15:00,2024-05-01 14:15:00,1.0673251726493362,1.0671002755343255,71.41242797211765,0.001407001591634982,0.0005670015916350302,1.0672307112571378,1.0670032887428624,0
62,2024-05-01 07:30:00,FX:EURUSD,1.06758,1.06837,1.06758,1.06811,3631.0,2024-05-01 12:30:00,2024-05-01 14:30:00,1.0675867817662241,1.0672556177598138,78.00629739806516,0.0017271191762768812,0.0009371191762768127,1.0674244423535353,1.067077557646465,0
63,2024-05-01 07:45:00,FX:EURUSD,1.06811,1.06848,1.06808,1.06842,2823.0,2024-05-01 12:45:00,2024-05-01 14:45:00,1.0678645211774829,1.0674347534890731,80.82796396699355,0.0017674282281876508,0.0013674282281874728,1.0676342200869486,1.067155779913051,0
64,2024-05-01 08:00:00,FX:EURUSD,1.06842,1.06855,1.06811,1.06842,2033.0,2024-05-01 13:00:00,2024-05-01 15:00:00,1.0680496807849886,1.0675863298753696,80.82796396699355,0.0017704702584548926,0.0013304702584546746,1.067800539353222,1.067241460646778,0
65,2024-05-01 08:15:00,FX:EURUSD,1.06842,1.06844,1.06761,1.068,2352.0,2024-05-01 13:15:00,2024-05-01 15:15:00,1.0680331205233258,1.067649971433005,66.97388774585242,0.0016126086796919292,0.0007826086796918208,1.0678981653621336,1.0673658346378663,0
66,2024-05-01 08:30:00,FX:EURUSD,1.068,1.0683,1.06747,1.06782,2549.0,2024-05-01 13:30:00,2024-05-01 15:30:00,1.0679620803488838,1.067676129674081,62.00505046870408,0.0014336828491157139,0.0006036828491156054,1.0679578810198456,1.0674621189801543,0
67,2024-05-01 08:45:00,FX:EURUSD,1.06782,1.06838,1.06778,1.06815,2072.0,2024-05-01 13:45:00,2024-05-01 15:45:00,1.0680247202325894,1.0677490328011456,66.91434410228341,0.0014633423452288241,0.0008633423452286682,1.0680484972884867,1.0675875027115131,0
68,2024-05-01 09:00:00,FX:EURUSD,1.06815,1.06916,1.06776,1.06845,8500.0,2024-05-01 14:00:00,2024-05-01 16:00:00,1.0681664801550597,1.0678568739086616,70.67241765190289,0.002183211272866803,0.0007832112728667351,1.068166674868607,1.067743325131393,0
69,2024-05-01 09:15:00,FX:EURUSD,1.06845,1.06877,1.06806,1.06871,3993.0,2024-05-01 14:15:00,2024-05-01 16:15:00,1.0683476534367065,1.0679881240765599,73.51649641661419,0.0017252422033424697,0.0010152422033424813,1.0683032221666025,1.0679147778333975,2
70,2024-05-01 09:30:00,FX:EURUSD,1.06871,1.06887,1.06792,1.06833,3219.0,2024-05-01 14:30:00,2024-05-01 16:30:00,1.0683417689578043,1.0680407203724738,63.67162397915386,0.0017748405483093421,0.0008248405483093357,1.0683583494587368,1.068039650541263,0
71,2024-05-01 09:45:00,FX:EURUSD,1.06833,1.06847,1.06796,1.0683,2831.0,2024-05-01 14:45:00,2024-05-01 16:45:00,1.0683278459718695,1.0680806095459394,62.94565631527421,0.001327591899356051,0.0008175918993560405,1.0683925411452955,1.0681494588547045,0
72,2024-05-01 10:00:00,FX:EURUSD,1.0683,1.06855,1.0679,1.06793,2280.0,2024-05-01 15:00:00,2024-05-01 17:00:00,1.068195230647913,1.068057438846564,54.57375305253683,0.0013767059425187078,0.0007267059425186684,1.0683831931257775,1.0681228068742223,0
73,2024-05-01 10:15:00,FX:EURUSD,1.06793,1.06818,1.06772,1.06811,2110.0,2024-05-01 15:15:00,2024-05-01 17:15:00,1.068166820431942,1.068065525177862,57.56879650274305,0.0009699723761451562,0.0005099723761452513,1.0683505457117128,1.0680934542882872,0
74,2024-05-01 10:30:00,FX:EURUSD,1.06811,1.06845,1.06808,1.06818,1849.0,2024-05-01 15:30:00,2024-05-01 17:30:00,1.0681712136212949,1.06808313668896,58.72335193248447,0.0012019342437472602,0.0008319342437472788,1.068322273891062,1.068073726108938,0
75,2024-05-01 10:45:00,FX:EURUSD,1.06818,1.06835,1.06789,1.06793,1517.0,2024-05-01 15:45:00,2024-05-01 17:45:00,1.0680908090808634,1.0680595771983508,53.094620955072635,0.0010751917243847497,0.0006151917243848448,1.0683184647009951,1.068063535299005,0
76,2024-05-01 11:00:00,FX:EURUSD,1.06793,1.06793,1.06741,1.06742,1480.0,2024-05-01 16:00:00,2024-05-01 18:00:00,1.067867206053909,1.0679611807062968,43.76001755201084,0.0006494979312716698,0.00012949793127159381,1.0683161279806686,1.0679858720193312,0
77,2024-05-01 11:15:00,FX:EURUSD,1.06742,1.06757,1.06731,1.06753,1138.0,2024-05-01 16:15:00,2024-05-01 18:15:00,1.0677548040359395,1.0678948452130204,45.994092232338815,0.00027971369867274554,1.971369867281858e-05,1.0682785976001952,1.067899402399805,0
78,2024-05-01 11:30:00,FX:EURUSD,1.06753,1.06754,1.06732,1.06732,1216.0,2024-05-01 16:30:00,2024-05-01 18:30:00,1.067609869357293,1.0678064074879403,42.47970828702993,0.00024854845558741623,2.8548455587529276e-05,1.068186430511095,1.067765569488905,0
79,2024-05-01 11:45:00,FX:EURUSD,1.06732,1.06739,1.06706,1.06715,1290.0,2024-05-01 16:45:00,2024-05-01 18:45:00,1.067456579571529,1.0677054217205648,39.79443967144533,0.00010409557497625954,-0.00022590442502390395,1.068024413796011,1.0676155862039889,0
80,2024-05-01 12:00:00,FX:EURUSD,1.06715,1.0674,1.06706,1.06731,1216.0,2024-05-01 17:00:00,2024-05-01 19:00:00,1.0674077197143528,1.0676445876097087,43.46381654917739,0.00011315065046724193,-0.00022684934953276503,1.0679159494885058,1.0675200505114946,1
81,2024-05-01 12:15:00,FX:EURUSD,1.06731,1.06776,1.06719,1.06762,1149.0,2024-05-01 17:15:00,2024-05-01 19:15:00,1.0674784798095687,1.0676408049005228,49.91571426703536,0.00046008591907642504,-0.00010991408092353439,1.067822626765015,1.067477373234985,0
82,2024-05-01 12:30:00,FX:EURUSD,1.06762,1.06811,1.06762,1.0681,828.0,2024-05-01 17:30:00,2024-05-01 19:30:00,1.0676856532063792,1.0677114503004423,58.009944283062524,0.0007787100006810821,0.00028871000068120267,1.0678481911973567,1.067485808802643,0
83,2024-05-01 12:45:00,FX:EURUSD,1.0681,1.06829,1.06732,1.06747,2591.0,2024-05-01 17:45:00,2024-05-01 19:45:00,1.0676137688042528,1.0676743041003742,47.108965436610845,0.000953270392811234,-1.6729607188681328e-05,1.0677699438528356,1.0674360561471645,0
84,2024-05-01 13:00:00,FX:EURUSD,1.06747,1.06962,1.06705,1.06827,14785.0,2024-05-01 18:00:00,2024-05-01 20:00:00,1.0678325125361687,1.0677659496233936,58.0335170560743,0.0022466715538775883,-0.0003233284461223729,1.0677870685579982,1.0674369314420018,0
85,2024-05-01 13:15:00,FX:EURUSD,1.06827,1.06966,1.06816,1.06966,5953.0,2024-05-01 18:15:00,2024-05-01 20:15:00,1.0684416750241126,1.0680573419890254,69.84089339121456,0.0021969981596079435,0.0006969981596078867,1.0681392544989126,1.0674307455010879,0
86,2024-05-01 13:30:00,FX:EURUSD,1.06966,1.07247,1.06806,1.07239,21105.0,2024-05-01 18:30:00,2024-05-01 20:30:00,1.0697577833494085,1.0687239047599446,81.18371532293521,0.004813782545505685,0.00040378254550565984,1.0690504816198192,1.0675135183801807,0
87,2024-05-01 13:45:00,FX:EURUSD,1.07239,1.07328,1.07175,1.07281,12978.0,2024-05-01 18:45:00,2024-05-01 20:45:00,1.0707751888996058,1.0693525347968762,82.30090982065111,0.005421673426074136,0.003891673426074105,1.0698196038827184,1.0678003961172817,0
88,2024-05-01 14:00:00,FX:EURUSD,1.07281,1.07304,1.07129,1.07161,8806.0,2024-05-01 19:00:00,2024-05-01 21:00:00,1.071053459266404,1.0696998371358184,69.44865646881034,0.005034548977992603,0.003284548977992685,1.0702943611940945,1.0681836388059056,0
89,2024-05-01 14:15:00,FX:EURUSD,1.07161,1.07173,1.06934,1.07052,8321.0,2024-05-01 19:15:00,2024-05-01 21:15:00,1.070875639510936,1.0698260160380002,60.14213662971308,0.003625939214149776,0.0012359392141496617,1.0705846233191834,1.0685673766808168,0
90,2024-05-01 14:30:00,FX:EURUSD,1.07052,1.07068,1.06938,1.06977,6610.0,2024-05-01 19:30:00,2024-05-01 21:30:00,1.0705070930072909,1.0698173981860002,54.64545214052268,0.002510608264575387,0.001210608264575308,1.0707572881908802,1.0688867118091194,0
